,p,mse,r2
0,4,3.1847075773030458,0.8047916973582687
1,5,3.6947931282671003,0.7272276701132241
2,6,6.445376572113983,0.8584389889669481
3,7,4.208266098314485,0.9020721744966588
4,8,5.84324290054213,0.8238021111911555
5,9,8.921783389943727,0.8288872923822566
6,10,10.762377584891718,0.8223776773090978
