,method,iter,train_test,n,p,mse,r2
954,"MLP W0.5, D1",0,train,18750.0,10,8.013546239729122,0.8699105399036513
955,"MLP W0.5, D1",0,test,18750.0,10,20.69976022950266,0.6510862875387788
956,ConstantImputedLR,0,train,37500.0,10,37.279547274250106,0.3872668859245102
957,ConstantImputedLR,0,test,37500.0,10,36.832688227707706,0.3874255789410228
958,ExpandedLR,0,train,37500.0,10,9.586596203441012,0.8424330397065736
959,ExpandedLR,0,test,37500.0,10,12.500067668159367,0.7921079865883763
960,EMLR,0,train,37500.0,10,35.07711572505243,0.4234664334069479
961,EMLR,0,test,37500.0,10,34.97521826139513,0.4183176654000399
962,MICELR,0,train,37500.0,10,37.4000887601709,0.38528564512509333
963,MICELR,0,test,37500.0,10,37.45172596661453,0.37713019452107044
964,"MLP W0.01, D1",0,train,37500.0,10,28.121117630759553,0.5377964262704404
965,"MLP W0.01, D1",0,test,37500.0,10,28.73788479208147,0.5220524488971168
966,"MLP W0.05, D1",0,train,37500.0,10,21.2488434026617,0.6507503191271726
967,"MLP W0.05, D1",0,test,37500.0,10,23.095268884198422,0.6158963234375974
968,"MLP W0.1, D1",0,train,37500.0,10,16.52716693583973,0.7283566136427484
969,"MLP W0.1, D1",0,test,37500.0,10,20.0869122347913,0.6659291182598661
970,"MLP W0.2, D1",0,train,37500.0,10,13.730084382746895,0.7743299483100018
971,"MLP W0.2, D1",0,test,37500.0,10,18.512756496045363,0.6921093290106406
972,"MLP W0.3, D1",0,train,37500.0,10,11.556415255003403,0.8100567516376802
973,"MLP W0.3, D1",0,test,37500.0,10,17.61196019552219,0.7070907164367679
974,"MLP W0.4, D1",0,train,37500.0,10,10.179604256228048,0.8326862563515348
975,"MLP W0.4, D1",0,test,37500.0,10,16.830615738651222,0.7200854678748484
976,"MLP W0.5, D1",0,train,37500.0,10,10.134127709923673,0.8334337167654042
977,"MLP W0.5, D1",0,test,37500.0,10,16.676212961936564,0.7226533823037694
978,ConstantImputedLR,0,train,75000.0,10,37.17646914862402,0.3876836763401419
979,ConstantImputedLR,0,test,75000.0,10,36.975875959364764,0.3876745315947685
980,ExpandedLR,0,train,75000.0,10,9.916261658594365,0.8366738686515516
981,ExpandedLR,0,test,75000.0,10,11.511881500752521,0.809361697342331
982,EMLR,0,train,75000.0,10,34.9929178645925,0.42364793344631824
983,EMLR,0,test,75000.0,10,34.6523544887383,0.42615235898726944
984,MICELR,0,train,75000.0,10,37.863862572985276,0.3763619391189399
985,MICELR,0,test,75000.0,10,37.59773272775711,0.3773765000510324
986,"MLP W0.01, D1",0,train,75000.0,10,27.27762610181445,0.5507229138394547
987,"MLP W0.01, D1",0,test,75000.0,10,27.354983183845476,0.5469978071737025
988,"MLP W0.05, D1",0,train,75000.0,10,21.02529961204806,0.6537020739966424
989,"MLP W0.05, D1",0,test,75000.0,10,21.977416602036765,0.6360510314896062
990,"MLP W0.1, D1",0,train,75000.0,10,16.041944788732362,0.7357805923386197
991,"MLP W0.1, D1",0,test,75000.0,10,17.440794701584917,0.7111780990193766
992,"MLP W0.2, D1",0,train,75000.0,10,13.34961607016631,0.7801246858146738
993,"MLP W0.2, D1",0,test,75000.0,10,15.879324292213308,0.737036258562916
994,"MLP W0.3, D1",0,train,75000.0,10,12.342908582342329,0.7967056963856587
995,"MLP W0.3, D1",0,test,75000.0,10,15.146851248924062,0.7491661104647125
996,"MLP W0.4, D1",0,train,75000.0,10,11.878647251897101,0.8043523287201921
997,"MLP W0.4, D1",0,test,75000.0,10,14.900135222193457,0.7532517609790348
998,"MLP W0.5, D1",0,train,75000.0,10,11.248690375369112,0.8147280552895386
999,"MLP W0.5, D1",0,test,75000.0,10,14.87078951316946,0.7537377298589486
1000,ConstantImputedLR,0,train,375000.0,10,37.279487836638296,0.3860605512093781
1001,ConstantImputedLR,0,test,375000.0,10,37.246761679778466,0.38720761203576115
1002,EMLR,0,train,375000.0,10,35.00334406291161,0.42354535947534866
1003,EMLR,0,test,375000.0,10,34.99678034513276,0.4242248283722099
1004,MICELR,0,train,375000.0,10,37.69526359251895,0.3792133235998024
1005,MICELR,0,test,375000.0,10,37.72867012801398,0.37927914213780745
1006,"MLP W0.01, D1",0,train,375000.0,10,27.50720170669223,0.5469960229179494
1007,"MLP W0.01, D1",0,test,375000.0,10,27.60010126238738,0.5459167133497292
1008,"MLP W0.05, D1",0,train,375000.0,10,19.846695901003816,0.6731535155426068
1009,"MLP W0.05, D1",0,test,375000.0,10,20.006662622125152,0.6708457323401902
1010,"MLP W0.1, D1",0,train,375000.0,10,15.136343095172306,0.7507262391243783
1011,"MLP W0.1, D1",0,test,375000.0,10,15.479772934226204,0.7453231745873192
1012,"MLP W0.2, D1",0,train,375000.0,10,12.908187080235534,0.7874207581484666
1013,"MLP W0.2, D1",0,test,375000.0,10,13.38938677364232,0.7797146939930732
1014,"MLP W0.3, D1",0,train,375000.0,10,12.260314213509938,0.7980902907457733
1015,"MLP W0.3, D1",0,test,375000.0,10,12.905469993398754,0.7876762054364268
1016,"MLP W0.4, D1",0,train,375000.0,10,11.790216476642783,0.8058321231098513
1017,"MLP W0.4, D1",0,test,375000.0,10,12.559369425030482,0.7933703325014736
1018,"MLP W0.5, D1",0,train,375000.0,10,11.64995573693505,0.8081420153916465
1019,"MLP W0.5, D1",0,test,375000.0,10,12.541724150814842,0.7936606366577341
1020,ConstantImputedLR,1,train,750.0,4,7.8218635142773225,0.5329259498099087
1021,ConstantImputedLR,1,test,750.0,4,7.874078363041243,0.5468061311459208
1022,ExpandedLR,1,train,750.0,4,3.188920962651415,0.8095770621613441
1023,ExpandedLR,1,test,750.0,4,3.4482222205765107,0.801537005759732
1024,EMLR,1,train,750.0,4,8.172411043369943,0.5119933863742827
1025,EMLR,1,test,750.0,4,8.387529168463157,0.5172543860086618
1026,MICELR,1,train,750.0,4,10.307530917728185,0.3844970313768378
1027,MICELR,1,test,750.0,4,9.544242072653214,0.4506795855007254
1028,"MLP W0.1, D1",1,train,750.0,4,8.491126981227662,0.49296161169761954
1029,"MLP W0.1, D1",1,test,750.0,4,8.71970343196647,0.4981360419091909
1030,"MLP W0.2, D1",1,train,750.0,4,6.11458674607194,0.6348741202766511
1031,"MLP W0.2, D1",1,test,750.0,4,6.5887677615452445,0.6207823931685603
1032,"MLP W0.3, D1",1,train,750.0,4,5.982165144114519,0.6427815318347813
1033,"MLP W0.3, D1",1,test,750.0,4,6.284167382342399,0.6383137178443843
1034,"MLP W0.4, D1",1,train,750.0,4,4.6990299303661525,0.7194025518938804
1035,"MLP W0.4, D1",1,test,750.0,4,5.169382825794513,0.7024753254417953
1036,"MLP W0.5, D1",1,train,750.0,4,4.275490488102123,0.7446937478285093
1037,"MLP W0.5, D1",1,test,750.0,4,4.72890278689751,0.7278272261693397
1038,ConstantImputedLR,1,train,3750.0,4,7.854593454201655,0.5459914073175776
1039,ConstantImputedLR,1,test,3750.0,4,7.9660775912428825,0.5297684006988624
1040,ExpandedLR,1,train,3750.0,4,3.1716478600208715,0.8166734675946827
1041,ExpandedLR,1,test,3750.0,4,3.0387817830123693,0.8206229852287787
1042,EMLR,1,train,3750.0,4,8.359405760953722,0.5168124146308621
1043,EMLR,1,test,3750.0,4,8.39317083885817,0.5045574058803297
1044,MICELR,1,train,3750.0,4,10.280293575276515,0.4057818974734154
1045,MICELR,1,test,3750.0,4,10.004853003420687,0.4094210137065363
1046,"MLP W0.1, D1",1,train,3750.0,4,7.892939797780649,0.5437749247479415
1047,"MLP W0.1, D1",1,test,3750.0,4,8.070226533090478,0.523620566594867
1048,"MLP W0.2, D1",1,train,3750.0,4,4.866777515160413,0.7186921483027899
1049,"MLP W0.2, D1",1,test,3750.0,4,4.7738330311153145,0.7182042083690384
1050,"MLP W0.3, D1",1,train,3750.0,4,3.7698868836481254,0.7820942549609052
1051,"MLP W0.3, D1",1,test,3750.0,4,3.5689613805470146,0.7893268803126513
1052,"MLP W0.4, D1",1,train,3750.0,4,3.5682099882831473,0.7937515156421993
1053,"MLP W0.4, D1",1,test,3750.0,4,3.424584266600483,0.7978493533134405
1054,"MLP W0.5, D1",1,train,3750.0,4,3.493754082340812,0.7980551910992264
1055,"MLP W0.5, D1",1,test,3750.0,4,3.32733004291339,0.8035901973636473
1056,ConstantImputedLR,1,train,7500.0,4,7.790936682241364,0.5279250916975204
1057,ConstantImputedLR,1,test,7500.0,4,7.608623276466031,0.561841606405381
1058,ExpandedLR,1,train,7500.0,4,3.061469068644576,0.8144969226684197
1059,ExpandedLR,1,test,7500.0,4,3.22450352801736,0.8143102589470708
1060,EMLR,1,train,7500.0,4,8.247857556609668,0.5002389624596109
1061,EMLR,1,test,7500.0,4,8.183577981414647,0.5287316440960153
1062,MICELR,1,train,7500.0,4,10.191005708492325,0.38249811523785704
1063,MICELR,1,test,7500.0,4,9.840292154015632,0.4333263133106744
1064,"MLP W0.1, D1",1,train,7500.0,4,7.842164188068229,0.5248210721037141
1065,"MLP W0.1, D1",1,test,7500.0,4,7.673850698311639,0.5580853496772303
1066,"MLP W0.2, D1",1,train,7500.0,4,5.488504143026244,0.6674359970165364
1067,"MLP W0.2, D1",1,test,7500.0,4,5.654667274035515,0.674364226079248
1068,"MLP W0.3, D1",1,train,7500.0,4,3.6947245885503905,0.7761261780860657
1069,"MLP W0.3, D1",1,test,7500.0,4,3.8247509383361233,0.7797437636024942
1070,"MLP W0.4, D1",1,train,7500.0,4,3.237891346757824,0.8038069974181394
1071,"MLP W0.4, D1",1,test,7500.0,4,3.40748158107946,0.8037730872565308
1072,"MLP W0.5, D1",1,train,7500.0,4,3.3073143984930296,0.799600458189464
1073,"MLP W0.5, D1",1,test,7500.0,4,3.5250605468779797,0.7970020580042159
1074,ConstantImputedLR,1,train,18750.0,4,7.637672729431141,0.5341617536530743
1075,ConstantImputedLR,1,test,18750.0,4,7.834730874198737,0.5422264420825629
1076,ExpandedLR,1,train,18750.0,4,3.1367404548131645,0.8086833876653347
1077,ExpandedLR,1,test,18750.0,4,3.211937725734812,0.8123304828043325
1078,EMLR,1,train,18750.0,4,8.0804103134889,0.5071582269171621
1079,EMLR,1,test,18750.0,4,8.266110358289572,0.5170214766005742
1080,MICELR,1,train,18750.0,4,9.753564675849125,0.4051089088014266
1081,MICELR,1,test,18750.0,4,10.11129517556131,0.40920962800225136
1082,"MLP W0.1, D1",1,train,18750.0,4,7.663257452648471,0.5326012858222249
1083,"MLP W0.1, D1",1,test,18750.0,4,7.857108667158361,0.5409189355369071
1084,"MLP W0.2, D1",1,train,18750.0,4,4.492135773094915,0.726014883718815
1085,"MLP W0.2, D1",1,test,18750.0,4,4.604438519871226,0.7309683973453505
1086,"MLP W0.3, D1",1,train,18750.0,4,4.020471818481183,0.7547826926137481
1087,"MLP W0.3, D1",1,test,18750.0,4,4.182826523955426,0.7556026606697798
1088,"MLP W0.4, D1",1,train,18750.0,4,3.4524102793646843,0.7894299995321835
1089,"MLP W0.4, D1",1,test,18750.0,4,3.5361941380166124,0.7933845848646074
1090,"MLP W0.5, D1",1,train,18750.0,4,3.2644079515940603,0.8008966697837551
1091,"MLP W0.5, D1",1,test,18750.0,4,3.3576533498719248,0.8038165005404264
1092,ConstantImputedLR,1,train,37500.0,4,7.608759192454717,0.5381020113634136
1093,ConstantImputedLR,1,test,37500.0,4,7.56330966535726,0.5458093138709654
1094,ExpandedLR,1,train,37500.0,4,3.1865454158155675,0.8065573004697106
1095,ExpandedLR,1,test,37500.0,4,3.1520291079481937,0.8107148422343415
1096,EMLR,1,train,37500.0,4,8.038583955957487,0.5120090323761164
1097,EMLR,1,test,37500.0,4,8.03373577016077,0.5175593591861307
1098,MICELR,1,train,37500.0,4,9.766567631975688,0.4071099070179167
1099,MICELR,1,test,37500.0,4,10.025728366974638,0.39793653209828705
1100,"MLP W0.1, D1",1,train,37500.0,4,7.6300626082600695,0.5368087643749508
1101,"MLP W0.1, D1",1,test,37500.0,4,7.580943997206039,0.5447503397397713
1102,"MLP W0.2, D1",1,train,37500.0,4,3.688358164015327,0.7760942127042942
1103,"MLP W0.2, D1",1,test,37500.0,4,3.660674749978094,0.7801697338926495
1104,"MLP W0.3, D1",1,train,37500.0,4,3.6554587229853697,0.7780914089953892
1105,"MLP W0.3, D1",1,test,37500.0,4,3.6164274697723777,0.7828268646257766
1106,"MLP W0.4, D1",1,train,37500.0,4,3.4231922350162876,0.7921913983506826
1107,"MLP W0.4, D1",1,test,37500.0,4,3.384976563726145,0.7967259181451408
1108,"MLP W0.5, D1",1,train,37500.0,4,3.281519064936622,0.8007918219740849
1109,"MLP W0.5, D1",1,test,37500.0,4,3.266688176558331,0.803829353824223
1110,ConstantImputedLR,1,train,75000.0,4,7.593690977521838,0.5392233388557951
1111,ConstantImputedLR,1,test,75000.0,4,7.406920487032901,0.5455877694232554
1112,ExpandedLR,1,train,75000.0,4,3.203011592308412,0.8056448449800235
1113,ExpandedLR,1,test,75000.0,4,3.1199244948008604,0.8085936184416361
1114,EMLR,1,train,75000.0,4,8.037627992505415,0.5122857381385727
1115,EMLR,1,test,75000.0,4,7.868573819857054,0.5172654833815638
1116,MICELR,1,train,75000.0,4,9.853340947137491,0.4021103102329352
1117,MICELR,1,test,75000.0,4,9.910351964761631,0.39200303959089167
1118,"MLP W0.1, D1",1,train,75000.0,4,7.6044239648527405,0.5385720732089476
1119,"MLP W0.1, D1",1,test,75000.0,4,7.418658191585782,0.5448676649591853
1120,"MLP W0.2, D1",1,train,75000.0,4,4.848820053681629,0.705779031377754
1121,"MLP W0.2, D1",1,test,75000.0,4,4.661032806472417,0.7140471106597547
1122,"MLP W0.3, D1",1,train,75000.0,4,3.892672613810622,0.7637969868370266
1123,"MLP W0.3, D1",1,test,75000.0,4,3.781207955851978,0.7680240871356342
1124,"MLP W0.4, D1",1,train,75000.0,4,3.5169208957495153,0.7865971801264167
1125,"MLP W0.4, D1",1,test,75000.0,4,3.4303819920245475,0.7895471491215366
1126,"MLP W0.5, D1",1,train,75000.0,4,3.2666253953047923,0.8017848306820855
1127,"MLP W0.5, D1",1,test,75000.0,4,3.1944457494075924,0.8040217630274318
1128,ConstantImputedLR,1,train,375000.0,4,7.5226446497793065,0.5400771775511424
1129,ConstantImputedLR,1,test,375000.0,4,7.581915322497216,0.5362428722694391
1130,ExpandedLR,1,train,375000.0,4,3.1872937665881187,0.8051338042205857
1131,ExpandedLR,1,test,375000.0,4,3.198801396206277,0.8043413986326968
1132,EMLR,1,train,375000.0,4,7.961109611535774,0.5132701100709736
1133,EMLR,1,test,375000.0,4,8.023368901280731,0.5092408239722828
1134,MICELR,1,train,375000.0,4,9.797765768856063,0.40097980219798335
1135,MICELR,1,test,375000.0,4,9.85694951846655,0.39708762200161585
1136,"MLP W0.1, D1",1,train,375000.0,4,7.5280965765331,0.53974385520812
1137,"MLP W0.1, D1",1,test,375000.0,4,7.5886032133478745,0.5358337992424331
1138,"MLP W0.2, D1",1,train,375000.0,4,3.6345572512735207,0.7777888086995149
1139,"MLP W0.2, D1",1,test,375000.0,4,3.647555369715605,0.7768928127595671
1140,"MLP W0.3, D1",1,train,375000.0,4,3.731566056124103,0.7718578408808265
1141,"MLP W0.3, D1",1,test,375000.0,4,3.7453082094001946,0.7709136407124835
1142,"MLP W0.4, D1",1,train,375000.0,4,3.293943428115702,0.7986134093825256
1143,"MLP W0.4, D1",1,test,375000.0,4,3.3052323139739253,0.7978314213213972
1144,"MLP W0.5, D1",1,train,375000.0,4,3.2235205238115223,0.8029189564900278
1145,"MLP W0.5, D1",1,test,375000.0,4,3.2368388131210257,0.8020147934855342
1146,ConstantImputedLR,1,train,750.0,5,7.391843176048982,0.4661048407823959
1147,ConstantImputedLR,1,test,750.0,5,7.757803454316706,0.4109724852549673
1148,ExpandedLR,1,train,750.0,5,3.1594078164856123,0.77180352734194
1149,ExpandedLR,1,test,750.0,5,3.641228732917404,0.723532063708689
1150,EMLR,1,train,750.0,5,8.301697603175853,0.4003882309103518
1151,EMLR,1,test,750.0,5,8.301325728507347,0.36970441546429234
1152,MICELR,1,train,750.0,5,10.24006516409195,0.2603845764888445
1153,MICELR,1,test,750.0,5,11.145879721695984,0.15372568140218557
1154,"MLP W0.05, D1",1,train,750.0,5,8.180449349756506,0.40914570235860026
1155,"MLP W0.05, D1",1,test,750.0,5,8.341553726036015,0.366650020293415
1156,"MLP W0.1, D1",1,train,750.0,5,6.251271252931775,0.5484856237601644
1157,"MLP W0.1, D1",1,test,750.0,5,6.890014538832601,0.4768611805823113
1158,"MLP W0.2, D1",1,train,750.0,5,5.041444452802691,0.6358685209208552
1159,"MLP W0.2, D1",1,test,750.0,5,5.750497520528461,0.5633814026082863
1160,"MLP W0.3, D1",1,train,750.0,5,4.58337933432476,0.6689534692263366
1161,"MLP W0.3, D1",1,test,750.0,5,5.464036716368293,0.5851315405874121
1162,"MLP W0.4, D1",1,train,750.0,5,4.093414489996688,0.704342458459924
1163,"MLP W0.4, D1",1,test,750.0,5,5.0117802743458615,0.6194700604584813
1164,"MLP W0.5, D1",1,train,750.0,5,3.8354397179506523,0.72297535944488
1165,"MLP W0.5, D1",1,test,750.0,5,4.79417240093064,0.6359923951143558
1166,ConstantImputedLR,1,train,3750.0,5,7.5519151570586835,0.449268003656323
1167,ConstantImputedLR,1,test,3750.0,5,7.320534693959082,0.4277870843617517
1168,ExpandedLR,1,train,3750.0,5,3.606368083716502,0.7370015084929964
1169,ExpandedLR,1,test,3750.0,5,3.600598111540929,0.7185576150405275
1170,EMLR,1,train,3750.0,5,8.375903321812416,0.38917773019579194
1171,EMLR,1,test,3750.0,5,8.173868192621622,0.36108588428624133
1172,MICELR,1,train,3750.0,5,11.017426940677934,0.19654161793133884
1173,MICELR,1,test,3750.0,5,10.181142138156112,0.2041864056447703
1174,"MLP W0.05, D1",1,train,3750.0,5,7.291369687950263,0.4682685781273247
1175,"MLP W0.05, D1",1,test,3750.0,5,7.199525711550779,0.43724580637278354
1176,"MLP W0.1, D1",1,train,3750.0,5,6.190717996893218,0.5485348536995968
1177,"MLP W0.1, D1",1,test,3750.0,5,6.172593571639653,0.5175164230022052
1178,"MLP W0.2, D1",1,train,3750.0,5,4.932136370561437,0.6403183493051191
1179,"MLP W0.2, D1",1,test,3750.0,5,5.0297392889344685,0.6068481465163411
1180,"MLP W0.3, D1",1,train,3750.0,5,4.037808270565515,0.7055382424916355
1181,"MLP W0.3, D1",1,test,3750.0,5,4.081619212485895,0.6809583824486278
1182,"MLP W0.4, D1",1,train,3750.0,5,4.0323528410478096,0.7059360858898616
1183,"MLP W0.4, D1",1,test,3750.0,5,4.1900743775025795,0.6724809352696074
1184,"MLP W0.5, D1",1,train,3750.0,5,3.8093345676866313,0.7221999469575431
1185,"MLP W0.5, D1",1,test,3750.0,5,3.8662893576165267,0.6977897382484219
1186,ConstantImputedLR,1,train,7500.0,5,7.6678809443458915,0.4298417129585712
1187,ConstantImputedLR,1,test,7500.0,5,7.431556934086246,0.43493116490425743
1188,ExpandedLR,1,train,7500.0,5,3.7395493613394435,0.7219394675473736
1189,ExpandedLR,1,test,7500.0,5,3.507454317151601,0.7333058008270401
1190,EMLR,1,train,7500.0,5,8.3424793319821,0.3796808061934257
1191,EMLR,1,test,7500.0,5,8.158808994571633,0.3796335363878738
1192,MICELR,1,train,7500.0,5,10.877331866708072,0.19119754861654725
1193,MICELR,1,test,7500.0,5,10.950516676216568,0.16736213463632366
1194,"MLP W0.05, D1",1,train,7500.0,5,7.715283155365153,0.4263170411968574
1195,"MLP W0.05, D1",1,test,7500.0,5,7.456154852773671,0.43306082772165033
1196,"MLP W0.1, D1",1,train,7500.0,5,6.588912427540031,0.5100702462102881
1197,"MLP W0.1, D1",1,test,7500.0,5,6.262862272475472,0.5237944995831584
1198,"MLP W0.2, D1",1,train,7500.0,5,4.853368134969672,0.6391195843675403
1199,"MLP W0.2, D1",1,test,7500.0,5,4.819602840061047,0.6335347509798379
1200,"MLP W0.3, D1",1,train,7500.0,5,4.062303577639064,0.6979405306264133
1201,"MLP W0.3, D1",1,test,7500.0,5,3.8902129165701016,0.7042022148874292
1202,"MLP W0.4, D1",1,train,7500.0,5,3.9361229285708212,0.7073229067030233
1203,"MLP W0.4, D1",1,test,7500.0,5,3.7244740194187638,0.7168044039541372
1204,"MLP W0.5, D1",1,train,7500.0,5,3.9302396536287683,0.7077603675853064
1205,"MLP W0.5, D1",1,test,7500.0,5,3.7781459887548285,0.712723380629009
1206,ConstantImputedLR,1,train,18750.0,5,7.60654713566201,0.4305381870103183
1207,ConstantImputedLR,1,test,18750.0,5,7.7902438432678185,0.4273285480036535
1208,ExpandedLR,1,train,18750.0,5,3.7534752041164685,0.7189972326961788
1209,ExpandedLR,1,test,18750.0,5,3.7121142142296106,0.7271174202234705
1210,EMLR,1,train,18750.0,5,8.264455734493232,0.3812840620058957
1211,EMLR,1,test,18750.0,5,8.483207952573126,0.37638781102015495
1212,MICELR,1,train,18750.0,5,10.869390858211487,0.18626639474943774
1213,MICELR,1,test,18750.0,5,11.202410931124305,0.17649549066032366
1214,"MLP W0.05, D1",1,train,18750.0,5,7.3724042060956485,0.4480672254546415
1215,"MLP W0.05, D1",1,test,18750.0,5,7.598279742915076,0.44144009088881997
1216,"MLP W0.1, D1",1,train,18750.0,5,5.619188366022196,0.5793211903672726
1217,"MLP W0.1, D1",1,test,18750.0,5,5.623860185663037,0.5865823659510612
1218,"MLP W0.2, D1",1,train,18750.0,5,4.373821474535414,0.6725551998613405
1219,"MLP W0.2, D1",1,test,18750.0,5,4.383163278894736,0.6777876880669265
1220,"MLP W0.3, D1",1,train,18750.0,5,4.027054451802806,0.6985158064188859
1221,"MLP W0.3, D1",1,test,18750.0,5,4.009381584051567,0.7052648903499429
1222,"MLP W0.4, D1",1,train,18750.0,5,3.9316213755495495,0.7056603743355918
1223,"MLP W0.4, D1",1,test,18750.0,5,3.9017969412576954,0.71317358420354
1224,"MLP W0.5, D1",1,train,18750.0,5,3.900242364412397,0.7080095543581817
1225,"MLP W0.5, D1",1,test,18750.0,5,3.8999499170212144,0.7133093614747859
1226,ConstantImputedLR,1,train,37500.0,5,7.508840505266036,0.4337986915224924
1227,ConstantImputedLR,1,test,37500.0,5,7.47301024235201,0.4419954053167464
1228,ExpandedLR,1,train,37500.0,5,3.6994510338118634,0.7210442791368714
1229,ExpandedLR,1,test,37500.0,5,3.671149866717076,0.7258777350806622
1230,EMLR,1,train,37500.0,5,8.187342436123458,0.38263650732287247
1231,EMLR,1,test,37500.0,5,8.156387534209662,0.39096808749003464
1232,MICELR,1,train,37500.0,5,10.801451451524281,0.18552059522102726
1233,MICELR,1,test,37500.0,5,10.875534020521311,0.18793126781866476
1234,"MLP W0.05, D1",1,train,37500.0,5,7.5256749745132305,0.4325292946683974
1235,"MLP W0.05, D1",1,test,37500.0,5,7.494683906429883,0.4403770475536948
1236,"MLP W0.1, D1",1,train,37500.0,5,5.946974610012825,0.5515706049009388
1237,"MLP W0.1, D1",1,test,37500.0,5,5.8862526163619595,0.560477518579911
1238,"MLP W0.2, D1",1,train,37500.0,5,4.635767259195004,0.6504417045331281
1239,"MLP W0.2, D1",1,test,37500.0,5,4.560216031879337,0.6594917689105126
1240,"MLP W0.3, D1",1,train,37500.0,5,3.982956645918039,0.6996666445443325
1241,"MLP W0.3, D1",1,test,37500.0,5,3.9517372388069516,0.7049264667485352
1242,"MLP W0.4, D1",1,train,37500.0,5,3.8043462363189833,0.7131346956438018
1243,"MLP W0.4, D1",1,test,37500.0,5,3.765240913357861,0.7188520205905948
1244,"MLP W0.5, D1",1,train,37500.0,5,3.8314765695178385,0.7110889430211633
1245,"MLP W0.5, D1",1,test,37500.0,5,3.816953507624726,0.7149906763306384
1246,ConstantImputedLR,1,train,75000.0,5,7.590488582880853,0.4378098669702246
1247,ConstantImputedLR,1,test,75000.0,5,7.567760764304706,0.4405634536407915
1248,ExpandedLR,1,train,75000.0,5,3.713533274252073,0.7249568663905543
1249,ExpandedLR,1,test,75000.0,5,3.7272074841222156,0.7244711946608291
1250,EMLR,1,train,75000.0,5,8.290830165668467,0.3859390126379175
1251,EMLR,1,test,75000.0,5,8.328459077042993,0.38432985295578326
1252,MICELR,1,train,75000.0,5,11.04794871245984,0.1817328109323595
1253,MICELR,1,test,75000.0,5,11.062990100741544,0.18218332118039882
1254,"MLP W0.05, D1",1,train,75000.0,5,7.604276397091649,0.43678867142784017
1255,"MLP W0.05, D1",1,test,75000.0,5,7.577502909634644,0.4398432786369494
1256,"MLP W0.1, D1",1,train,75000.0,5,6.072478242779684,0.5502414220306964
1257,"MLP W0.1, D1",1,test,75000.0,5,6.068974412759759,0.5513592208898715
1258,"MLP W0.2, D1",1,train,75000.0,5,4.265373525597064,0.6840847748344824
1259,"MLP W0.2, D1",1,test,75000.0,5,4.293859929722353,0.6825821739814517
1260,"MLP W0.3, D1",1,train,75000.0,5,3.8756924197812967,0.7129465365413433
1261,"MLP W0.3, D1",1,test,75000.0,5,3.9024874610317974,0.7115138578762502
1262,"MLP W0.4, D1",1,train,75000.0,5,3.854288930997001,0.7145317876191306
1263,"MLP W0.4, D1",1,test,75000.0,5,3.874326922508625,0.7135955878497091
1264,"MLP W0.5, D1",1,train,75000.0,5,3.7926105877269154,0.7190999989574982
1265,"MLP W0.5, D1",1,test,75000.0,5,3.807321000539483,0.7185489106012476
1266,ConstantImputedLR,1,train,375000.0,5,7.559276851394348,0.44260632326026617
1267,ConstantImputedLR,1,test,375000.0,5,7.543234323154845,0.44229660630590384
1268,ExpandedLR,1,train,375000.0,5,3.702808006543612,0.7269683582698829
1269,ExpandedLR,1,test,375000.0,5,3.6875044016132623,0.7273671172153752
1270,EMLR,1,train,375000.0,5,8.282814197841837,0.3892553017640119
1271,EMLR,1,test,375000.0,5,8.278728756018745,0.3879183749427083
1272,MICELR,1,train,375000.0,5,11.086956808577261,0.18248798914573294
1273,MICELR,1,test,375000.0,5,11.070359582101958,0.18152123560573097
1274,"MLP W0.05, D1",1,train,375000.0,5,7.338499472789246,0.4588856469602519
1275,"MLP W0.05, D1",1,test,375000.0,5,7.341793924422819,0.45718995167833776
1276,"MLP W0.1, D1",1,train,375000.0,5,5.918461506443873,0.5635940997304745
1277,"MLP W0.1, D1",1,test,375000.0,5,5.9072437452517015,0.5632523473396189
1278,"MLP W0.2, D1",1,train,375000.0,5,4.293095789333449,0.683442676640286
1279,"MLP W0.2, D1",1,test,375000.0,5,4.269795698060601,0.6843158452761793
1280,"MLP W0.3, D1",1,train,375000.0,5,3.8889307099875894,0.713244344711861
1281,"MLP W0.3, D1",1,test,375000.0,5,3.873135596997532,0.7136426134804839
1282,"MLP W0.4, D1",1,train,375000.0,5,3.7627626322787107,0.7225475214712047
1283,"MLP W0.4, D1",1,test,375000.0,5,3.7507695166684645,0.7226896582028097
1284,"MLP W0.5, D1",1,train,375000.0,5,3.7379791067849455,0.7243749688142656
1285,"MLP W0.5, D1",1,test,375000.0,5,3.7285361592652184,0.7243334648705864
1286,ConstantImputedLR,1,train,750.0,6,25.602324637015016,0.4091070897831036
1287,ConstantImputedLR,1,test,750.0,6,24.940515274558546,0.4963841708904926
1288,ExpandedLR,1,train,750.0,6,4.133363023717754,0.9046033928287751
1289,ExpandedLR,1,test,750.0,6,18.109486773072327,0.6343209394205305
1290,EMLR,1,train,750.0,6,25.39046054263887,0.41399684073624143
1291,EMLR,1,test,750.0,6,25.97138729045065,0.4755681027670371
1292,MICELR,1,train,750.0,6,31.49611243697862,0.2730804799069714
1293,MICELR,1,test,750.0,6,32.956041366783985,0.33452922225585746
1294,"MLP W0.05, D1",1,train,750.0,6,21.323585561097293,0.507858926597659
1295,"MLP W0.05, D1",1,test,750.0,6,22.875639900951626,0.5380795373189338
