,method,iter,train_test,n,p,mse,r2
64,"MLP W0.2, D1",0,train,18750.0,4,4.16089585172821,0.7410772417542157
65,"MLP W0.2, D1",0,test,18750.0,4,4.305228842223553,0.7311843101283068
66,"MLP W0.3, D1",0,train,18750.0,4,3.6207147571960525,0.7746914402183278
67,"MLP W0.3, D1",0,test,18750.0,4,3.7337049906277064,0.7668698878467529
68,"MLP W0.4, D1",0,train,18750.0,4,3.2493372076249156,0.7978013912750409
69,"MLP W0.4, D1",0,test,18750.0,4,3.384657160397247,0.7886642074335273
70,"MLP W0.5, D1",0,train,18750.0,4,3.1976658838772423,0.8010167761689939
71,"MLP W0.5, D1",0,test,18750.0,4,3.3506440835097684,0.790787961840841
72,ConstantImputedLR,0,train,37500.0,4,7.439643338728997,0.5403936994581572
73,ConstantImputedLR,0,test,37500.0,4,7.548946979558075,0.533652648855808
74,ExpandedLR,0,train,37500.0,4,3.1672137790439043,0.8043358610440849
75,ExpandedLR,0,test,37500.0,4,3.1328939953908175,0.8064608454500521
76,EMLR,0,train,37500.0,4,7.81280783903471,0.5173403422378962
77,EMLR,0,test,37500.0,4,8.032436635295966,0.503784361150311
78,MICELR,0,train,37500.0,4,9.635660481967284,0.4047281481438859
79,MICELR,0,test,37500.0,4,9.859402173663986,0.39092086618117217
80,"MLP W0.1, D1",0,train,37500.0,4,7.462257862380481,0.5389966193723597
81,"MLP W0.1, D1",0,test,37500.0,4,7.569774018313868,0.5323660277704774
82,"MLP W0.2, D1",0,train,37500.0,4,4.667819184982448,0.7116314573791732
83,"MLP W0.2, D1",0,test,37500.0,4,4.661479236801469,0.7120302340998459
84,"MLP W0.3, D1",0,train,37500.0,4,3.771281712196512,0.7670177511036615
85,"MLP W0.3, D1",0,test,37500.0,4,3.821506275755415,0.7639208045962759
86,"MLP W0.4, D1",0,train,37500.0,4,3.3472355716210647,0.7932144743947305
87,"MLP W0.4, D1",0,test,37500.0,4,3.346081214822619,0.793290890044479
88,"MLP W0.5, D1",0,train,37500.0,4,3.291298393059957,0.7966701615198624
89,"MLP W0.5, D1",0,test,37500.0,4,3.2809197378466517,0.7973163365427354
90,ConstantImputedLR,0,train,75000.0,4,7.468028709980089,0.5399311109506506
91,ConstantImputedLR,0,test,75000.0,4,7.506637247000354,0.5340712001136049
92,ExpandedLR,0,train,75000.0,4,3.1970373800466776,0.8030460925087635
93,ExpandedLR,0,test,75000.0,4,3.1755156676025718,0.802899200355293
94,EMLR,0,train,75000.0,4,7.913176025089862,0.5125077521662681
95,EMLR,0,test,75000.0,4,7.891716539161594,0.5101697477649536
96,MICELR,0,train,75000.0,4,9.749927877023415,0.39935441320693543
97,MICELR,0,test,75000.0,4,9.786532354912229,0.3925605933607975
98,"MLP W0.1, D1",0,train,75000.0,4,7.4802204524598475,0.5391800370547051
99,"MLP W0.1, D1",0,test,75000.0,4,7.515138375271863,0.5335435443387362
100,"MLP W0.2, D1",0,train,75000.0,4,4.623926798398582,0.7151423825752242
101,"MLP W0.2, D1",0,test,75000.0,4,4.655033063145957,0.7110671666717634
102,"MLP W0.3, D1",0,train,75000.0,4,3.6263824777160685,0.7765962314042434
103,"MLP W0.3, D1",0,test,75000.0,4,3.6265356187337807,0.7749048831076656
104,"MLP W0.4, D1",0,train,75000.0,4,3.343926540610268,0.7939969664892595
105,"MLP W0.4, D1",0,test,75000.0,4,3.32282472901467,0.7937558873194118
106,"MLP W0.5, D1",0,train,75000.0,4,3.3900047794080477,0.7911583105391673
107,"MLP W0.5, D1",0,test,75000.0,4,3.3974768137849805,0.7891223137069467
108,ConstantImputedLR,0,train,375000.0,4,7.508896540074399,0.5384920707715333
109,ConstantImputedLR,0,test,375000.0,4,7.527568189875552,0.5362355696732641
110,ExpandedLR,0,train,375000.0,4,3.166625414272427,0.8053745007960087
111,ExpandedLR,0,test,375000.0,4,3.214377870402124,0.8019660421107986
112,EMLR,0,train,375000.0,4,7.949446798016107,0.5114151978676844
113,EMLR,0,test,375000.0,4,7.961619890474177,0.5094941659977432
114,MICELR,0,train,375000.0,4,9.719351884026025,0.4026342036408982
115,MICELR,0,test,375000.0,4,9.803697742735299,0.3960059631382351
116,"MLP W0.1, D1",0,train,375000.0,4,7.520577747391904,0.5377741264276181
117,"MLP W0.1, D1",0,test,375000.0,4,7.534426654435413,0.5358130279135231
118,"MLP W0.2, D1",0,train,375000.0,4,4.732228421705181,0.7091502156300032
119,"MLP W0.2, D1",0,test,375000.0,4,4.740514734192387,0.7079425838858358
120,"MLP W0.3, D1",0,train,375000.0,4,3.9905698980177444,0.7547336495786403
121,"MLP W0.3, D1",0,test,375000.0,4,4.049852932623013,0.7504934275147332
122,"MLP W0.4, D1",0,train,375000.0,4,3.227173267058059,0.8016531398731093
123,"MLP W0.4, D1",0,test,375000.0,4,3.2697729255017998,0.7985532193341451
124,"MLP W0.5, D1",0,train,375000.0,4,3.20000997686188,0.8033226360157937
125,"MLP W0.5, D1",0,test,375000.0,4,3.2489061150380047,0.7998387984512487
126,ConstantImputedLR,0,train,750.0,5,7.48233998083652,0.44254185621854747
127,ConstantImputedLR,0,test,750.0,5,6.399281665201659,0.4187897487859358
128,ExpandedLR,0,train,750.0,5,2.766134763717051,0.7939141558950307
129,ExpandedLR,0,test,750.0,5,4.192731664661044,0.6191980988519257
130,EMLR,0,train,750.0,5,8.148719178960135,0.3928944849694489
131,EMLR,0,test,750.0,5,6.09229144114789,0.4466719197197151
132,MICELR,0,train,750.0,5,9.993436768575778,0.2554571530730223
133,MICELR,0,test,750.0,5,8.311595420798382,0.24510519848173273
134,"MLP W0.05, D1",0,train,750.0,5,8.203911555711125,0.38878247723212433
135,"MLP W0.05, D1",0,test,750.0,5,6.8402977134504415,0.3787347767433774
136,"MLP W0.1, D1",0,train,750.0,5,5.621874689171208,0.5811524420403391
137,"MLP W0.1, D1",0,test,750.0,5,5.995306553328289,0.4554805038644203
138,"MLP W0.2, D1",0,train,750.0,5,4.756356413764532,0.6456363083779908
139,"MLP W0.2, D1",0,test,750.0,5,5.694251153155893,0.48282364859815585
140,"MLP W0.3, D1",0,train,750.0,5,4.272106096157455,0.6817144983386454
141,"MLP W0.3, D1",0,test,750.0,5,5.268004722030025,0.5215371805654907
142,"MLP W0.4, D1",0,train,750.0,5,3.7671104081846534,0.7193382844210685
143,"MLP W0.4, D1",0,test,750.0,5,4.86417425616506,0.5582147982721137
144,"MLP W0.5, D1",0,train,750.0,5,3.431614091022763,0.744333827886025
145,"MLP W0.5, D1",0,test,750.0,5,4.813010698783872,0.5628616923446517
146,ConstantImputedLR,0,train,3750.0,5,7.326266333824697,0.4530899139801686
147,ConstantImputedLR,0,test,3750.0,5,7.9381279862718355,0.41564819569210376
148,ExpandedLR,0,train,3750.0,5,3.4379367568848624,0.743356001302091
149,ExpandedLR,0,test,3750.0,5,3.9675781671775847,0.7079334743994585
150,EMLR,0,train,3750.0,5,8.039179515603195,0.39987052612212426
151,EMLR,0,test,3750.0,5,8.897766640823466,0.34500602662647084
152,MICELR,0,train,3750.0,5,10.496829679157686,0.21640549753715588
153,MICELR,0,test,3750.0,5,12.000967059332533,0.1165692003595209
154,"MLP W0.05, D1",0,train,3750.0,5,7.195480005473663,0.4628531902288687
155,"MLP W0.05, D1",0,test,3750.0,5,7.672124238803489,0.43522960960412516
156,"MLP W0.1, D1",0,train,3750.0,5,5.899174702751514,0.5596231426596887
157,"MLP W0.1, D1",0,test,3750.0,5,6.44443360762792,0.5256039694909924
158,"MLP W0.2, D1",0,train,3750.0,5,4.4342998839235515,0.6689769085028205
159,"MLP W0.2, D1",0,test,3750.0,5,5.0504053822554145,0.6282229887561553
160,"MLP W0.3, D1",0,train,3750.0,5,4.281044552705885,0.6804175090161103
161,"MLP W0.3, D1",0,test,3750.0,5,4.985814957032391,0.6329777031655679
162,"MLP W0.4, D1",0,train,3750.0,5,3.881507104287377,0.7102432142698034
163,"MLP W0.4, D1",0,test,3750.0,5,4.458548268884883,0.6717915445527676
164,"MLP W0.5, D1",0,train,3750.0,5,3.6100134751091852,0.7305103731911424
165,"MLP W0.5, D1",0,test,3750.0,5,4.3188966968545754,0.6820717577505735
166,ConstantImputedLR,0,train,7500.0,5,7.313671277418532,0.43860902669507695
167,ConstantImputedLR,0,test,7500.0,5,7.603737639985107,0.45453142722987083
168,ExpandedLR,0,train,7500.0,5,3.5721298167134212,0.725806457726918
169,ExpandedLR,0,test,7500.0,5,3.755969495937042,0.7305583888713798
170,EMLR,0,train,7500.0,5,8.000577209970523,0.38588273159415754
171,EMLR,0,test,7500.0,5,8.55194041274777,0.3865102989842437
172,MICELR,0,train,7500.0,5,10.651200052088589,0.18242325402707904
173,MICELR,0,test,7500.0,5,11.648799227455454,0.16435124540957258
174,"MLP W0.05, D1",0,train,7500.0,5,7.080236596837419,0.45652726742038485
175,"MLP W0.05, D1",0,test,7500.0,5,7.544413264207081,0.4587871740899351
176,"MLP W0.1, D1",0,train,7500.0,5,5.753101085509835,0.5583970217682577
177,"MLP W0.1, D1",0,test,7500.0,5,6.09919260777457,0.5624628249509891
178,"MLP W0.2, D1",0,train,7500.0,5,4.423715052860745,0.6604395241529508
179,"MLP W0.2, D1",0,test,7500.0,5,4.5777265764087405,0.6716080827099058
180,"MLP W0.3, D1",0,train,7500.0,5,4.170259561255667,0.6798945447198411
181,"MLP W0.3, D1",0,test,7500.0,5,4.519174606544647,0.6758084195635468
182,"MLP W0.4, D1",0,train,7500.0,5,3.8659051531988915,0.7032565213369999
183,"MLP W0.4, D1",0,test,7500.0,5,4.157218260866598,0.701774046026493
184,"MLP W0.5, D1",0,train,7500.0,5,3.7632735415660514,0.7111344335593208
185,"MLP W0.5, D1",0,test,7500.0,5,4.075826464832282,0.7076128412243402
186,ConstantImputedLR,0,train,18750.0,5,7.410163085011859,0.44847569234860873
187,ConstantImputedLR,0,test,18750.0,5,7.621005578446738,0.4498333442865997
188,ExpandedLR,0,train,18750.0,5,3.637679130314223,0.7292544791811075
189,ExpandedLR,0,test,18750.0,5,3.6894094019400687,0.7336585032868271
190,EMLR,0,train,18750.0,5,8.119293923006135,0.39569643634949225
191,EMLR,0,test,18750.0,5,8.34440657725835,0.3976104316854736
192,MICELR,0,train,18750.0,5,10.953784849936032,0.1847306818735691
193,MICELR,0,test,18750.0,5,11.138145494152647,0.19592812335715748
194,"MLP W0.05, D1",0,train,18750.0,5,7.431928140484398,0.4468557607745296
195,"MLP W0.05, D1",0,test,18750.0,5,7.651128422362949,0.4476587514290865
196,"MLP W0.1, D1",0,train,18750.0,5,6.022528351953203,0.5517546993884348
197,"MLP W0.1, D1",0,test,18750.0,5,6.117340847988465,0.5583841369024776
198,"MLP W0.2, D1",0,train,18750.0,5,4.5679819474455465,0.6600138145373994
199,"MLP W0.2, D1",0,test,18750.0,5,4.666736371252231,0.6631044661968065
200,"MLP W0.3, D1",0,train,18750.0,5,4.0137088498591105,0.7012673042229994
201,"MLP W0.3, D1",0,test,18750.0,5,4.093016803192173,0.7045217533025419
202,"MLP W0.4, D1",0,train,18750.0,5,3.8644826601049793,0.7123739249604121
203,"MLP W0.4, D1",0,test,18750.0,5,3.8959713511106324,0.7187466264218882
204,"MLP W0.5, D1",0,train,18750.0,5,3.7709266513697957,0.7193371202845023
205,"MLP W0.5, D1",0,test,18750.0,5,3.893168569151517,0.7189489615548661
206,ConstantImputedLR,0,train,37500.0,5,7.464285225165156,0.44792967018990126
207,ConstantImputedLR,0,test,37500.0,5,7.515346880001608,0.4497757922875649
208,ExpandedLR,0,train,37500.0,5,3.6740951111462947,0.7282581200239
209,ExpandedLR,0,test,37500.0,5,3.7196364597998235,0.7276727133490335
210,EMLR,0,train,37500.0,5,8.218112432514836,0.392175418787731
211,EMLR,0,test,37500.0,5,8.207795591391951,0.3990792576245945
212,MICELR,0,train,37500.0,5,11.165559448182702,0.17417758015321572
213,MICELR,0,test,37500.0,5,11.160145727235614,0.18292762280026398
214,"MLP W0.05, D1",0,train,37500.0,5,7.2628624285594094,0.4628272185014942
215,"MLP W0.05, D1",0,test,37500.0,5,7.301546042144033,0.46542888169205743
216,"MLP W0.1, D1",0,train,37500.0,5,5.485478175493181,0.5942853663602314
217,"MLP W0.1, D1",0,test,37500.0,5,5.501416870689476,0.5972224852287467
218,"MLP W0.2, D1",0,train,37500.0,5,4.536695950270814,0.6644587989389525
219,"MLP W0.2, D1",0,test,37500.0,5,4.586643793178513,0.6641961459056078
220,"MLP W0.3, D1",0,train,37500.0,5,4.018369884932348,0.7027950137550532
221,"MLP W0.3, D1",0,test,37500.0,5,4.066485619496091,0.702278701983112
222,"MLP W0.4, D1",0,train,37500.0,5,3.869209985869389,0.7138271155820981
223,"MLP W0.4, D1",0,test,37500.0,5,3.9137114761490595,0.7134638186948571
224,"MLP W0.5, D1",0,train,37500.0,5,3.7655471010538935,0.7214941863441067
225,"MLP W0.5, D1",0,test,37500.0,5,3.8368346016447736,0.7190922371884982
226,ConstantImputedLR,0,train,75000.0,5,7.486294202605717,0.44604768999922517
227,ConstantImputedLR,0,test,75000.0,5,7.424978756580702,0.4576025397254194
228,ExpandedLR,0,train,75000.0,5,3.6834603715222274,0.7274403962255669
229,ExpandedLR,0,test,75000.0,5,3.6325091994634295,0.7346438516787965
230,EMLR,0,train,75000.0,5,8.2286333496782,0.39111791109984995
231,EMLR,0,test,75000.0,5,8.128084119086177,0.40624043143784905
232,MICELR,0,train,75000.0,5,11.123339870827946,0.17692256681227492
233,MICELR,0,test,75000.0,5,11.123414461497276,0.18743043565607698
234,"MLP W0.05, D1",0,train,75000.0,5,7.26141756632423,0.4626875559678877
235,"MLP W0.05, D1",0,test,75000.0,5,7.227307908432087,0.47204246871661104
236,"MLP W0.1, D1",0,train,75000.0,5,6.113889195387443,0.5475995263858553
237,"MLP W0.1, D1",0,test,75000.0,5,6.0642455653792116,0.5570046055380493
238,"MLP W0.2, D1",0,train,75000.0,5,4.237940434423021,0.6864113498936235
239,"MLP W0.2, D1",0,test,75000.0,5,4.221293768787403,0.6916329198606894
240,"MLP W0.3, D1",0,train,75000.0,5,3.963556922435714,0.7067145033869219
241,"MLP W0.3, D1",0,test,75000.0,5,3.91637133120171,0.7139076173580567
242,"MLP W0.4, D1",0,train,75000.0,5,3.7935666603386613,0.719293022987918
243,"MLP W0.4, D1",0,test,75000.0,5,3.764185520277482,0.7250248474594857
244,"MLP W0.5, D1",0,train,75000.0,5,3.748368241302634,0.722637503976212
245,"MLP W0.5, D1",0,test,75000.0,5,3.708294599833426,0.7291076999894537
246,ConstantImputedLR,0,train,375000.0,5,7.510063203813775,0.4447135523791286
247,ConstantImputedLR,0,test,375000.0,5,7.495831683367541,0.44557150251196487
248,ExpandedLR,0,train,375000.0,5,3.679373785954877,0.7279508382786039
249,ExpandedLR,0,test,375000.0,5,3.680392713812316,0.727780093166638
250,EMLR,0,train,375000.0,5,8.233671512183317,0.3912106888054341
251,EMLR,0,test,375000.0,5,8.245116975978704,0.3901506851136669
252,MICELR,0,train,375000.0,5,11.017064709306293,0.18540942204943167
253,MICELR,0,test,375000.0,5,11.001696735453198,0.18626051804353805
254,"MLP W0.05, D1",0,train,375000.0,5,7.2979895769477015,0.46039406101143066
255,"MLP W0.05, D1",0,test,375000.0,5,7.287525954890672,0.4609788164613753
256,"MLP W0.1, D1",0,train,375000.0,5,5.881045318451871,0.5651614807286682
257,"MLP W0.1, D1",0,test,375000.0,5,5.8796217891732985,0.5651143179211877
258,"MLP W0.2, D1",0,train,375000.0,5,4.259535685617281,0.6850542565101688
259,"MLP W0.2, D1",0,test,375000.0,5,4.26231874224475,0.6847379882713441
260,"MLP W0.3, D1",0,train,375000.0,5,3.824976374189227,0.7171851307484729
261,"MLP W0.3, D1",0,test,375000.0,5,3.820651279803051,0.7174058812997124
262,"MLP W0.4, D1",0,train,375000.0,5,3.770635014381346,0.7212030757148059
263,"MLP W0.4, D1",0,test,375000.0,5,3.774602066876365,0.7208119070766918
264,"MLP W0.5, D1",0,train,375000.0,5,3.7244594902843473,0.7246172470802125
265,"MLP W0.5, D1",0,test,375000.0,5,3.7233118004323247,0.7246055868925592
266,ConstantImputedLR,0,train,750.0,6,23.00369257767952,0.4973108381875053
267,ConstantImputedLR,0,test,750.0,6,25.07920162817643,0.4285911400030923
268,ExpandedLR,0,train,750.0,6,4.809961208545413,0.8948901199183816
269,ExpandedLR,0,test,750.0,6,8.256438967141762,0.8118838690403893
270,EMLR,0,train,750.0,6,23.580011230326065,0.4847168105348796
271,EMLR,0,test,750.0,6,26.359433908776786,0.39942210668078704
272,MICELR,0,train,750.0,6,30.56512996982264,0.3320742088107833
273,MICELR,0,test,750.0,6,36.08006768914932,0.17794550829299471
274,"MLP W0.05, D1",0,train,750.0,6,19.50051884447091,0.5738640898745362
275,"MLP W0.05, D1",0,test,750.0,6,21.016771793392707,0.5211502427658856
276,"MLP W0.1, D1",0,train,750.0,6,16.476884908774846,0.6399381779206299
277,"MLP W0.1, D1",0,test,750.0,6,21.081044378248507,0.5196858450954172
278,"MLP W0.2, D1",0,train,750.0,6,14.000629358047513,0.6940506567335522
279,"MLP W0.2, D1",0,test,750.0,6,18.361752993543615,0.581642649509315
280,"MLP W0.3, D1",0,train,750.0,6,11.974923300850081,0.7383174837454523
281,"MLP W0.3, D1",0,test,750.0,6,16.231938052618887,0.6301687208508719
282,"MLP W0.4, D1",0,train,750.0,6,10.19430700615022,0.7772284763902095
283,"MLP W0.4, D1",0,test,750.0,6,15.789368756437346,0.6402522961077737
284,"MLP W0.5, D1",0,train,750.0,6,8.892337182391957,0.8056798268505808
285,"MLP W0.5, D1",0,test,750.0,6,14.347844488624037,0.6730962339149347
286,ConstantImputedLR,0,train,3750.0,6,24.521913592551122,0.4663765620463295
287,ConstantImputedLR,0,test,3750.0,6,24.960371921964025,0.46809319529445936
288,ExpandedLR,0,train,3750.0,6,6.471621999289719,0.8591704857223456
289,ExpandedLR,0,test,3750.0,6,7.176256537735593,0.8470736054467479
290,EMLR,0,train,3750.0,6,25.382441279576664,0.44765054618823685
291,EMLR,0,test,3750.0,6,25.7492160792352,0.4512828858801383
292,MICELR,0,train,3750.0,6,31.65318482690041,0.3111923649121576
293,MICELR,0,test,3750.0,6,31.703781105777225,0.3243908000337623
294,"MLP W0.05, D1",0,train,3750.0,6,20.307334638134584,0.5580903715210559
295,"MLP W0.05, D1",0,test,3750.0,6,21.198816245243574,0.5482521395193949
296,"MLP W0.1, D1",0,train,3750.0,6,15.898440137928544,0.6540326980403712
297,"MLP W0.1, D1",0,test,3750.0,6,17.589506865827726,0.6251667073471872
298,"MLP W0.2, D1",0,train,3750.0,6,9.737622039880371,0.7880987823073962
299,"MLP W0.2, D1",0,test,3750.0,6,11.283965926496872,0.75953810788021
300,"MLP W0.3, D1",0,train,3750.0,6,8.067309537493987,0.8244465940968957
301,"MLP W0.3, D1",0,test,3750.0,6,9.140258804232461,0.8052206165060051
302,"MLP W0.4, D1",0,train,3750.0,6,7.386504337972566,0.8392616536873394
303,"MLP W0.4, D1",0,test,3750.0,6,8.907195447508103,0.8101872085807055
304,"MLP W0.5, D1",0,train,3750.0,6,6.960231900062503,0.8485378043011136
305,"MLP W0.5, D1",0,test,3750.0,6,8.637926725120186,0.8159253388529739
306,ConstantImputedLR,0,train,7500.0,6,24.335973545842403,0.46440186646772863
307,ConstantImputedLR,0,test,7500.0,6,23.70733190629548,0.49213427281908273
308,ExpandedLR,0,train,7500.0,6,6.354596164922939,0.860144906926663
309,ExpandedLR,0,test,7500.0,6,6.214215267154458,0.8668771767322292
310,EMLR,0,train,7500.0,6,25.061285302690536,0.44843884684720314
311,EMLR,0,test,7500.0,6,24.426199564746494,0.4767344696042334
312,MICELR,0,train,7500.0,6,31.67446100760396,0.30289280745821334
313,MICELR,0,test,7500.0,6,31.749378208627302,0.3198550931332498
314,"MLP W0.05, D1",0,train,7500.0,6,18.895376481535646,0.5841412156026509
315,"MLP W0.05, D1",0,test,7500.0,6,18.445831145603087,0.6048477540515451
316,"MLP W0.1, D1",0,train,7500.0,6,12.336003135269223,0.7285031460914282
317,"MLP W0.1, D1",0,test,7500.0,6,12.08236592894047,0.7411678554625618
318,"MLP W0.2, D1",0,train,7500.0,6,8.397977888671887,0.8151731520358106
319,"MLP W0.2, D1",0,test,7500.0,6,8.354801292740541,0.8210208870926136
320,"MLP W0.3, D1",0,train,7500.0,6,7.848480019019644,0.8272667727332239
321,"MLP W0.3, D1",0,test,7500.0,6,7.8155951531838825,0.8325719262078013
322,"MLP W0.4, D1",0,train,7500.0,6,7.332101451263446,0.8386314874657289
323,"MLP W0.4, D1",0,test,7500.0,6,7.298096074728368,0.843657950009808
324,"MLP W0.5, D1",0,train,7500.0,6,7.007332626453173,0.8457791602748805
325,"MLP W0.5, D1",0,test,7500.0,6,7.066078689869451,0.8486282975101397
326,ConstantImputedLR,0,train,18750.0,6,23.96524269863103,0.46660588309878126
327,ConstantImputedLR,0,test,18750.0,6,25.019961925465687,0.47107022328142234
328,ExpandedLR,0,train,18750.0,6,6.246241119771071,0.860977486941007
329,ExpandedLR,0,test,18750.0,6,6.759216705215385,0.8571080566256493
330,EMLR,0,train,18750.0,6,24.806265877307574,0.44788724038254224
331,EMLR,0,test,18750.0,6,25.631741658253,0.4581370094568724
332,MICELR,0,train,18750.0,6,31.586192923728195,0.29698648610865397
333,MICELR,0,test,18750.0,6,32.31553962147399,0.316839441744736
334,"MLP W0.05, D1",0,train,18750.0,6,18.772514104995082,0.5821803806050541
335,"MLP W0.05, D1",0,test,18750.0,6,19.673948249654114,0.5840866150850981
336,"MLP W0.1, D1",0,train,18750.0,6,14.360704763267004,0.6803739677662648
337,"MLP W0.1, D1",0,test,18750.0,6,14.697298081077884,0.689294547467773
338,"MLP W0.2, D1",0,train,18750.0,6,8.384286098097496,0.8133910457164976
339,"MLP W0.2, D1",0,test,18750.0,6,8.990725989618005,0.809933256317773
340,"MLP W0.3, D1",0,train,18750.0,6,7.139389828476327,0.8410986869333393
341,"MLP W0.3, D1",0,test,18750.0,6,7.681440148773489,0.8376119662023723
342,"MLP W0.4, D1",0,train,18750.0,6,6.783025957850949,0.8490302732918861
343,"MLP W0.4, D1",0,test,18750.0,6,7.421121514983014,0.843115183084023
344,"MLP W0.5, D1",0,train,18750.0,6,6.7331111889150606,0.8501412257004092
345,"MLP W0.5, D1",0,test,18750.0,6,7.426492581579153,0.8430016370656918
346,ConstantImputedLR,0,train,37500.0,6,24.09837973410451,0.46808187781090693
347,ConstantImputedLR,0,test,37500.0,6,24.3959705587344,0.4662086247374351
348,ExpandedLR,0,train,37500.0,6,6.437080030070689,0.8579157785811466
349,ExpandedLR,0,test,37500.0,6,6.405601533678057,0.8598434588280063
