,method,iter,train_test,n,p,mse,r2
4219,"MLP W1, D1",5,test,75000.0,14,25.919007887088416,0.7695864146188711
4220,"MLP W2, D1",5,train,75000.0,14,24.192612098044098,0.7830229219454152
4221,"MLP W2, D1",5,test,75000.0,14,25.42980728049351,0.773935287315974
4222,"MLP W4, D1",5,train,75000.0,14,23.363843545042773,0.7904559258015095
4223,"MLP W4, D1",5,test,75000.0,14,25.31323836202631,0.7749715562412753
4224,ConstantImputedLR,5,train,750.0,16,59.37921613562112,0.7246074777539699
4225,ConstantImputedLR,5,test,750.0,16,58.2441632795178,0.7227266919738962
4226,EMLR,5,train,750.0,16,30.468826187107368,0.8586898339247399
4227,EMLR,5,test,750.0,16,34.19825377713704,0.8371980569452608
4228,MICELR,5,train,750.0,16,37.03886610313957,0.8282189051809064
4229,MICELR,5,test,750.0,16,40.42812878086705,0.8075405264115394
4230,"MLP W0.3, D1",5,train,750.0,16,45.49260433594198,0.7890116463814332
4231,"MLP W0.3, D1",5,test,750.0,16,57.32317216901772,0.7271111012862159
4232,"MLP W0.5, D1",5,train,750.0,16,33.47966470733083,0.8447259848185804
4233,"MLP W0.5, D1",5,test,750.0,16,59.13009509915782,0.7185091836007685
4234,"MLP W1, D1",5,train,750.0,16,22.28398992785369,0.8966499628772413
4235,"MLP W1, D1",5,test,750.0,16,62.30063971476533,0.7034156987893386
4236,"MLP W2, D1",5,train,750.0,16,9.948907441588858,0.9538583549558204
4237,"MLP W2, D1",5,test,750.0,16,64.91580469131483,0.6909661175222508
4238,"MLP W4, D1",5,train,750.0,16,2.9221528301630086,0.9864474627544938
4239,"MLP W4, D1",5,test,750.0,16,70.70667888676574,0.6633984651751816
4240,ConstantImputedLR,5,train,3750.0,16,58.33414357244522,0.7205771149523823
4241,ConstantImputedLR,5,test,3750.0,16,59.3318843775474,0.7177801701311606
4242,EMLR,5,train,3750.0,16,30.337363237630726,0.8546828145326454
4243,EMLR,5,test,3750.0,16,31.627422458445736,0.8495600488834257
4244,MICELR,5,train,3750.0,16,39.359941683965815,0.8114643022575414
4245,MICELR,5,test,3750.0,16,40.380850254830925,0.8079232303434124
4246,"MLP W0.3, D1",5,train,3750.0,16,48.568803084251755,0.7673534871690174
4247,"MLP W0.3, D1",5,test,3750.0,16,54.065363763826596,0.7428310608486561
4248,"MLP W0.5, D1",5,train,3750.0,16,41.04987256824393,0.8033694656096075
4249,"MLP W0.5, D1",5,test,3750.0,16,50.144355033055255,0.7614818491814683
4250,"MLP W1, D1",5,train,3750.0,16,31.51167283921638,0.8490578244887498
4251,"MLP W1, D1",5,test,3750.0,16,47.52438711581515,0.7739440675590314
4252,"MLP W2, D1",5,train,3750.0,16,23.820127736652356,0.8859006337152747
4253,"MLP W2, D1",5,test,3750.0,16,45.80412861124734,0.7821267010213402
4254,"MLP W4, D1",5,train,3750.0,16,14.99408392324424,0.9281777372238983
4255,"MLP W4, D1",5,test,3750.0,16,53.53719271683344,0.7453433751732028
4256,ConstantImputedLR,5,train,7500.0,16,58.016302816296076,0.7303478104201475
4257,ConstantImputedLR,5,test,7500.0,16,56.732989122968064,0.7282477803143111
4258,EMLR,5,train,7500.0,16,30.68044299595937,0.8574013125700851
4259,EMLR,5,test,7500.0,16,29.88487737641486,0.856850804309419
4260,MICELR,5,train,7500.0,16,37.92275546525125,0.8237399911799624
4261,MICELR,5,test,7500.0,16,37.68198146487837,0.8195025105580062
4262,"MLP W0.3, D1",5,train,7500.0,16,48.13876116847775,0.776257332463187
4263,"MLP W0.3, D1",5,test,7500.0,16,50.03157377961951,0.7603477017664215
4264,"MLP W0.5, D1",5,train,7500.0,16,40.81892692466997,0.8102789649249151
4265,"MLP W0.5, D1",5,test,7500.0,16,45.216694913309524,0.7834110735306237
4266,"MLP W1, D1",5,train,7500.0,16,36.13524988588473,0.8320480833879167
4267,"MLP W1, D1",5,test,7500.0,16,41.97793256280499,0.7989248137969147
4268,"MLP W2, D1",5,train,7500.0,16,29.80390000855013,0.8614753697633569
4269,"MLP W2, D1",5,test,7500.0,16,41.346979477730244,0.8019470924400328
4270,"MLP W4, D1",5,train,7500.0,16,22.756203102226234,0.8942321434637243
4271,"MLP W4, D1",5,test,7500.0,16,46.565420917892865,0.7769506473983268
4272,ConstantImputedLR,5,train,18750.0,16,56.85127557784088,0.7370871483204303
4273,ConstantImputedLR,5,test,18750.0,16,56.45152079071093,0.7340004566266084
4274,EMLR,5,train,18750.0,16,30.76948782185081,0.8577042695042759
4275,EMLR,5,test,18750.0,16,29.906397706984066,0.8590810659735173
4276,MICELR,5,train,18750.0,16,37.16173256476948,0.8281428695723887
4277,MICELR,5,test,18750.0,16,36.27541284482895,0.829070269192933
4278,"MLP W0.3, D1",5,train,18750.0,16,45.53125542968279,0.7894374034021732
4279,"MLP W0.3, D1",5,test,18750.0,16,45.70996430383172,0.7846146664939097
4280,"MLP W0.5, D1",5,train,18750.0,16,42.292319316107786,0.804416098627085
4281,"MLP W0.5, D1",5,test,18750.0,16,43.02363434887228,0.7972726521665836
4282,"MLP W1, D1",5,train,18750.0,16,37.129394388552136,0.8282924198162663
4283,"MLP W1, D1",5,test,18750.0,16,39.82877534105343,0.812326826532813
4284,"MLP W2, D1",5,train,18750.0,16,33.37472094990869,0.8456561797468183
4285,"MLP W2, D1",5,test,18750.0,16,38.314163708204,0.8194636759406373
4286,"MLP W4, D1",5,train,18750.0,16,29.869344322868866,0.8618670484715505
4287,"MLP W4, D1",5,test,18750.0,16,38.65645006878696,0.8178508227465567
4288,ConstantImputedLR,5,train,37500.0,16,56.84353883696798,0.735701077412553
4289,ConstantImputedLR,5,test,37500.0,16,57.18661699334462,0.7345020154179218
4290,EMLR,5,train,37500.0,16,30.629779073670477,0.8575842079170868
4291,EMLR,5,test,37500.0,16,31.118390270317757,0.8555279130925084
4292,MICELR,5,train,37500.0,16,38.40533932509391,0.8214310717997328
4293,MICELR,5,test,37500.0,16,38.701433720983154,0.8203224251829107
4294,"MLP W0.3, D1",5,train,37500.0,16,45.14492272646286,0.7900947991447373
4295,"MLP W0.3, D1",5,test,37500.0,16,46.06763549032476,0.7861236593420717
4296,"MLP W0.5, D1",5,train,37500.0,16,40.42361593631926,0.8120469211162187
4297,"MLP W0.5, D1",5,test,37500.0,16,41.51996429644078,0.8072369477301344
4298,"MLP W1, D1",5,train,37500.0,16,36.99989686619506,0.8279657973858895
4299,"MLP W1, D1",5,test,37500.0,16,39.87533571621467,0.8148723980573838
4300,"MLP W2, D1",5,train,37500.0,16,34.259052112149455,0.8407095907931112
4301,"MLP W2, D1",5,test,37500.0,16,38.760819172745876,0.8200467187574312
4302,"MLP W4, D1",5,train,37500.0,16,31.820599957802955,0.8520473838010949
4303,"MLP W4, D1",5,test,37500.0,16,38.04571287601901,0.8233667137234743
4304,ConstantImputedLR,5,train,75000.0,16,57.068961330438555,0.7333232655964779
4305,ConstantImputedLR,5,test,75000.0,16,57.16657707925609,0.7343834641600684
4306,EMLR,5,train,75000.0,16,30.8171557277117,0.8559949530974265
4307,EMLR,5,test,75000.0,16,31.079002872571834,0.8555957431397914
4308,MICELR,5,train,75000.0,16,37.256219325084786,0.825905944769038
4309,MICELR,5,test,75000.0,16,37.60778602693927,0.8252606618158047
4310,"MLP W0.3, D1",5,train,75000.0,16,45.48965741958271,0.7874320294783601
4311,"MLP W0.3, D1",5,test,75000.0,16,45.734220301458684,0.787502317149897
4312,"MLP W0.5, D1",5,train,75000.0,16,41.08616891076216,0.808009028045344
4313,"MLP W0.5, D1",5,test,75000.0,16,41.65787416163827,0.8064424915640911
4314,"MLP W1, D1",5,train,75000.0,16,37.587106629593514,0.8243597462091755
4315,"MLP W1, D1",5,test,75000.0,16,38.61140015677477,0.8205975085869989
4316,"MLP W2, D1",5,train,75000.0,16,34.69364125420376,0.837880579240476
4317,"MLP W2, D1",5,test,75000.0,16,36.83814512522865,0.8288366910377342
4318,"MLP W4, D1",5,train,75000.0,16,32.76225507022998,0.8469057261575882
4319,"MLP W4, D1",5,test,75000.0,16,36.11122949561855,0.8322142032354165
4320,ConstantImputedLR,6,train,750.0,4,3.359624597680069,0.6324866817643757
4321,ConstantImputedLR,6,test,750.0,4,3.239958510494648,0.6433310843360205
4322,ExpandedLR,6,train,750.0,4,2.773034448907237,0.6966544736565702
4323,ExpandedLR,6,test,750.0,4,2.756403289300187,0.6965629747594423
4324,EMLR,6,train,750.0,4,2.918304864700627,0.6807631706262958
4325,EMLR,6,test,750.0,4,2.7326823737806674,0.6991742777096187
4326,MICELR,6,train,750.0,4,3.0412184049629105,0.6673175127188401
4327,MICELR,6,test,750.0,4,2.863093593364343,0.6848180357612533
4328,"MLP W0.3, D1",6,train,750.0,4,5.190911946785011,0.4321599872946361
4329,"MLP W0.3, D1",6,test,750.0,4,4.992089917682893,0.4504487350471633
4330,"MLP W0.5, D1",6,train,750.0,4,3.1445336863351763,0.656015731588952
4331,"MLP W0.5, D1",6,test,750.0,4,3.0817955043835026,0.660742365284555
4332,"MLP W1, D1",6,train,750.0,4,2.9951420082041875,0.6723578643929029
4333,"MLP W1, D1",6,test,750.0,4,3.0736012046104224,0.6616444299268098
4334,"MLP W2, D1",6,train,750.0,4,2.8027008651896685,0.6934092292040666
4335,"MLP W2, D1",6,test,750.0,4,2.788458976838851,0.6930341433629152
4336,"MLP W4, D1",6,train,750.0,4,2.6637760587383426,0.7086063785044453
4337,"MLP W4, D1",6,test,750.0,4,2.686234896070945,0.704287420812036
4338,ConstantImputedLR,6,train,3750.0,4,3.8182015475822846,0.6175410478420607
4339,ConstantImputedLR,6,test,3750.0,4,3.850314175828999,0.5937194681227633
4340,ExpandedLR,6,train,3750.0,4,3.196796171581597,0.6797855485602122
4341,ExpandedLR,6,test,3750.0,4,3.2812833582981518,0.6537629172138224
4342,EMLR,6,train,3750.0,4,3.2272451324055904,0.6767355582687316
4343,EMLR,6,test,3750.0,4,3.3032517673237627,0.6514448370531299
4344,MICELR,6,train,3750.0,4,3.4095562658432033,0.6584739436859637
4345,MICELR,6,test,3750.0,4,3.473781980028688,0.6334506936261255
4346,"MLP W0.3, D1",6,train,3750.0,4,3.8212147548794273,0.6172392229930739
4347,"MLP W0.3, D1",6,test,3750.0,4,3.814107251107965,0.5975399793749738
4348,"MLP W0.5, D1",6,train,3750.0,4,3.596657459469227,0.6397325216918783
4349,"MLP W0.5, D1",6,test,3750.0,4,3.701352267121014,0.6094377499916184
4350,"MLP W1, D1",6,train,3750.0,4,3.3246390102010985,0.6669798761801695
4351,"MLP W1, D1",6,test,3750.0,4,3.436376041524447,0.6373977233740546
4352,"MLP W2, D1",6,train,3750.0,4,3.2423324509601588,0.6752243022563539
4353,"MLP W2, D1",6,test,3750.0,4,3.365024416040604,0.6449266612809565
4354,"MLP W4, D1",6,train,3750.0,4,3.1826312025113177,0.6812044153121256
4355,"MLP W4, D1",6,test,3750.0,4,3.33314600848211,0.6482904325959236
4356,ConstantImputedLR,6,train,7500.0,4,3.845518551120979,0.6224848642756481
4357,ConstantImputedLR,6,test,7500.0,4,3.6517832041129017,0.6028123148340794
4358,ExpandedLR,6,train,7500.0,4,3.228792367747623,0.6830289666446473
4359,ExpandedLR,6,test,7500.0,4,3.066616268579043,0.6664582345312178
4360,EMLR,6,train,7500.0,4,3.2472826385766096,0.681213773970684
4361,EMLR,6,test,7500.0,4,3.0727147425267822,0.6657949315323928
4362,MICELR,6,train,7500.0,4,3.415252432787776,0.6647241539581279
4363,MICELR,6,test,7500.0,4,3.252703725557549,0.6462183566018651
4364,"MLP W0.3, D1",6,train,7500.0,4,3.840012586868317,0.6230253856161396
4365,"MLP W0.3, D1",6,test,7500.0,4,3.640205253419391,0.6040715953493468
4366,"MLP W0.5, D1",6,train,7500.0,4,3.493352626092215,0.657057046210896
4367,"MLP W0.5, D1",6,test,7500.0,4,3.321483585647052,0.6387374871504099
4368,"MLP W1, D1",6,train,7500.0,4,3.328550702060725,0.6732356759304814
4369,"MLP W1, D1",6,test,7500.0,4,3.171946349819873,0.6550019654133619
4370,"MLP W2, D1",6,train,7500.0,4,3.263548815999118,0.6796169208816292
4371,"MLP W2, D1",6,test,7500.0,4,3.1130324427843203,0.6614097604689875
4372,"MLP W4, D1",6,train,7500.0,4,3.2436321269496724,0.6815721452472716
4373,"MLP W4, D1",6,test,7500.0,4,3.0901236979852076,0.6639014394127344
4374,ConstantImputedLR,6,train,18750.0,4,3.8582133277201365,0.6161238108577487
4375,ConstantImputedLR,6,test,18750.0,4,3.774254157943254,0.6188407573586718
4376,ExpandedLR,6,train,18750.0,4,3.2233363800839645,0.6792914282317863
4377,ExpandedLR,6,test,18750.0,4,3.1766082232872956,0.6791965951714785
4378,EMLR,6,train,18750.0,4,3.227611802757529,0.678866041446896
4379,EMLR,6,test,18750.0,4,3.1735998315489686,0.6795004105131495
4380,MICELR,6,train,18750.0,4,3.3834479188335123,0.6633609956423584
4381,MICELR,6,test,18750.0,4,3.3292556051884254,0.6637808446571245
4382,"MLP W0.3, D1",6,train,18750.0,4,3.8389748025218857,0.6180379641485377
4383,"MLP W0.3, D1",6,test,18750.0,4,3.790086933971538,0.6172418165700263
4384,"MLP W0.5, D1",6,train,18750.0,4,3.489694292159577,0.6527899231177878
4385,"MLP W0.5, D1",6,test,18750.0,4,3.4555817749022366,0.6510232546382966
4386,"MLP W1, D1",6,train,18750.0,4,3.3115988805689036,0.6705096763035316
4387,"MLP W1, D1",6,test,18750.0,4,3.27378075428046,0.6693832103889658
4388,"MLP W2, D1",6,train,18750.0,4,3.240340052548085,0.6775996334987029
4389,"MLP W2, D1",6,test,18750.0,4,3.209982191159832,0.6758261818961933
4390,"MLP W4, D1",6,train,18750.0,4,3.2280633536579217,0.6788211140092135
4391,"MLP W4, D1",6,test,18750.0,4,3.1983662821829806,0.6769992642809313
4392,ConstantImputedLR,6,train,37500.0,4,3.8253878635134275,0.6163090658633196
4393,ConstantImputedLR,6,test,37500.0,4,3.7665839013976514,0.6237583173790545
4394,ExpandedLR,6,train,37500.0,4,3.2048184131802397,0.6785529168375154
4395,ExpandedLR,6,test,37500.0,4,3.1352293195729564,0.6868239270706435
4396,EMLR,6,train,37500.0,4,3.2073288011405525,0.6783011219513746
4397,EMLR,6,test,37500.0,4,3.129875033965552,0.6873587632720661
4398,MICELR,6,train,37500.0,4,3.40552483899371,0.6584218245783175
4399,MICELR,6,test,37500.0,4,3.328780388829803,0.6674902332311787
4400,"MLP W0.3, D1",6,train,37500.0,4,3.807635029281907,0.6180896961661537
4401,"MLP W0.3, D1",6,test,37500.0,4,3.7503419236073072,0.6253807182634908
4402,"MLP W0.5, D1",6,train,37500.0,4,3.4719540762481116,0.6517588933918524
4403,"MLP W0.5, D1",6,test,37500.0,4,3.403642397833913,0.6600123145203705
4404,"MLP W1, D1",6,train,37500.0,4,3.312610044595638,0.6677412885201962
4405,"MLP W1, D1",6,test,37500.0,4,3.245242849581185,0.6758347451687066
4406,"MLP W2, D1",6,train,37500.0,4,3.256883505655518,0.673330726387681
4407,"MLP W2, D1",6,test,37500.0,4,3.196480362653915,0.680705599133619
4408,"MLP W4, D1",6,train,37500.0,4,3.213528019621554,0.6776793329943436
4409,"MLP W4, D1",6,test,37500.0,4,3.15955743592042,0.6843938069222057
4410,ConstantImputedLR,6,train,75000.0,4,3.8215773087432754,0.6167826825339402
4411,ConstantImputedLR,6,test,75000.0,4,3.8806963696201406,0.6074658451961026
4412,ExpandedLR,6,train,75000.0,4,3.1947048972966585,0.679643732958968
4413,ExpandedLR,6,test,75000.0,4,3.265844833876514,0.6696583500780621
4414,EMLR,6,train,75000.0,4,3.1961632633101464,0.6794974920049268
4415,EMLR,6,test,75000.0,4,3.2637471612087423,0.6698705305965239
4416,MICELR,6,train,75000.0,4,3.359191901431841,0.6631494261871282
4417,MICELR,6,test,75000.0,4,3.4207256225473293,0.6539920897768959
4418,"MLP W0.3, D1",6,train,75000.0,4,3.8059702452859887,0.6183477161597001
4419,"MLP W0.3, D1",6,test,75000.0,4,3.872278074707939,0.6083173594511523
4420,"MLP W0.5, D1",6,train,75000.0,4,3.456522011336988,0.6533894290411348
4421,"MLP W0.5, D1",6,test,75000.0,4,3.5232068874648137,0.6436260644875851
4422,"MLP W1, D1",6,train,75000.0,4,3.2902826854307605,0.6700594538461806
4423,"MLP W1, D1",6,test,75000.0,4,3.3689968176412686,0.6592244812805899
4424,"MLP W2, D1",6,train,75000.0,4,3.209320076631352,0.6781781627594294
4425,"MLP W2, D1",6,test,75000.0,4,3.2800701337749247,0.6682194546993439
4426,"MLP W4, D1",6,train,75000.0,4,3.2036204809257502,0.6787497026238578
4427,"MLP W4, D1",6,test,75000.0,4,3.2796279397632495,0.6682641828192739
4428,ConstantImputedLR,6,train,750.0,6,7.136837936631455,0.6544707950086479
4429,ConstantImputedLR,6,test,750.0,6,8.652863807715807,0.6051582207687343
4430,ExpandedLR,6,train,750.0,6,3.693503430085777,0.8211794473740375
4431,ExpandedLR,6,test,750.0,6,7.892265894590424,0.6398653235235726
4432,EMLR,6,train,750.0,6,5.494994217029518,0.7339604737979446
4433,EMLR,6,test,750.0,6,6.087272603264497,0.7222295879434195
4434,MICELR,6,train,750.0,6,6.40645722333434,0.6898320949915482
4435,MICELR,6,test,750.0,6,6.838850084581856,0.6879340995885834
4436,"MLP W0.3, D1",6,train,750.0,6,8.426393622863724,0.5920371016822411
4437,"MLP W0.3, D1",6,test,750.0,6,9.984975318864231,0.5443721861235016
4438,"MLP W0.5, D1",6,train,750.0,6,6.2811479959658145,0.695898927122973
4439,"MLP W0.5, D1",6,test,750.0,6,7.747373029185859,0.6464769792765779
4440,"MLP W1, D1",6,train,750.0,6,5.51139556612402,0.7331664043285622
4441,"MLP W1, D1",6,test,750.0,6,7.425319632790599,0.6611727076349494
4442,"MLP W2, D1",6,train,750.0,6,4.909229381285058,0.7623202123549623
4443,"MLP W2, D1",6,test,750.0,6,7.308436072692775,0.666506261225699
4444,"MLP W4, D1",6,train,750.0,6,4.161786242089255,0.798507587766273
4445,"MLP W4, D1",6,test,750.0,6,7.405666883787875,0.6620694889267227
4446,ConstantImputedLR,6,train,3750.0,6,7.5229482364785065,0.614171448991509
4447,ConstantImputedLR,6,test,3750.0,6,7.786492577313984,0.6178149448884764
4448,ExpandedLR,6,train,3750.0,6,5.28689360735144,0.7288517166754683
4449,ExpandedLR,6,test,3750.0,6,6.271782909094366,0.6921615640213451
4450,EMLR,6,train,3750.0,6,5.641515898243264,0.7106642454408993
4451,EMLR,6,test,3750.0,6,5.919494869826824,0.7094529468057927
4452,MICELR,6,train,3750.0,6,6.228079175628488,0.6805812444319399
4453,MICELR,6,test,3750.0,6,6.612484246596353,0.6754388922719188
4454,"MLP W0.3, D1",6,train,3750.0,6,7.557923353837826,0.6123776843093776
4455,"MLP W0.3, D1",6,test,3750.0,6,7.824177760409162,0.6159652399494284
4456,"MLP W0.5, D1",6,train,3750.0,6,6.607288556834553,0.6611327780221736
4457,"MLP W0.5, D1",6,test,3750.0,6,7.137502924793837,0.6496693573408648
4458,"MLP W1, D1",6,train,3750.0,6,6.0726650821220804,0.6885519485520502
4459,"MLP W1, D1",6,test,3750.0,6,6.572419283844356,0.6774054041314466
4460,"MLP W2, D1",6,train,3750.0,6,5.7497781899460785,0.7051118101690453
4461,"MLP W2, D1",6,test,3750.0,6,6.48371714564006,0.6817591784709853
4462,"MLP W4, D1",6,train,3750.0,6,5.35969918178388,0.7251177458430758
4463,"MLP W4, D1",6,test,3750.0,6,6.186355244276763,0.6963546171145296
4464,ConstantImputedLR,6,train,7500.0,6,7.5074069189788375,0.619287947612321
4465,ConstantImputedLR,6,test,7500.0,6,7.3611209927749615,0.6367069631525152
4466,ExpandedLR,6,train,7500.0,6,5.50624860054415,0.7207697373682405
4467,ExpandedLR,6,test,7500.0,6,5.321456016563623,0.7373704468918216
4468,EMLR,6,train,7500.0,6,5.643395472396286,0.7138148103708268
4469,EMLR,6,test,7500.0,6,5.30615458607303,0.7381256176268897
4470,MICELR,6,train,7500.0,6,6.002002993787475,0.6956292761452398
4471,MICELR,6,test,7500.0,6,5.718635940309202,0.717768445944682
4472,"MLP W0.3, D1",6,train,7500.0,6,7.497566936309368,0.6197869481377996
4473,"MLP W0.3, D1",6,test,7500.0,6,7.35604283340461,0.6369575852983896
4474,"MLP W0.5, D1",6,train,7500.0,6,6.540724896857761,0.6683098669807259
4475,"MLP W0.5, D1",6,test,7500.0,6,6.311858052251635,0.6884911846710018
4476,"MLP W1, D1",6,train,7500.0,6,6.37987624652149,0.6764667473062751
4477,"MLP W1, D1",6,test,7500.0,6,6.274569378665491,0.6903314907168366
4478,"MLP W2, D1",6,train,7500.0,6,5.759279441081248,0.7079381576153527
4479,"MLP W2, D1",6,test,7500.0,6,5.644734419308364,0.7214157040210532
4480,"MLP W4, D1",6,train,7500.0,6,5.612126335911981,0.7154005159620923
4481,"MLP W4, D1",6,test,7500.0,6,5.518387808509365,0.7276512819958763
4482,ConstantImputedLR,6,train,18750.0,6,7.492904397627128,0.6237146855287274
4483,ConstantImputedLR,6,test,18750.0,6,7.353590621187458,0.6236923518618936
4484,ExpandedLR,6,train,18750.0,6,5.492340184032804,0.7241807924325747
4485,ExpandedLR,6,test,18750.0,6,5.48073396716927,0.7195326452748524
4486,EMLR,6,train,18750.0,6,5.548568547149992,0.72135706665483
4487,EMLR,6,test,18750.0,6,5.459459300714582,0.7206213405953968
4488,MICELR,6,train,18750.0,6,6.1232340655402036,0.6924980042902099
4489,MICELR,6,test,18750.0,6,6.014678577761572,0.6922089266999991
4490,"MLP W0.3, D1",6,train,18750.0,6,7.492640194000462,0.6237279535406317
4491,"MLP W0.3, D1",6,test,18750.0,6,7.32647897795276,0.6250797446647256
4492,"MLP W0.5, D1",6,train,18750.0,6,6.536098557589538,0.6717644092807762
4493,"MLP W0.5, D1",6,test,18750.0,6,6.402074299051226,0.672384601375545
4494,"MLP W1, D1",6,train,18750.0,6,6.003432858824228,0.6985142874763981
4495,"MLP W1, D1",6,test,18750.0,6,5.951805437883656,0.6954263540245973
4496,"MLP W2, D1",6,train,18750.0,6,5.739972017038851,0.7117449975510484
4497,"MLP W2, D1",6,test,18750.0,6,5.703127918803257,0.7081520083573718
4498,"MLP W4, D1",6,train,18750.0,6,5.587583852850682,0.7193977614514397
4499,"MLP W4, D1",6,test,18750.0,6,5.64577503102246,0.7110869460533236
4500,ConstantImputedLR,6,train,37500.0,6,7.467241001300166,0.6242965890145915
4501,ConstantImputedLR,6,test,37500.0,6,7.4988258494760816,0.6266310503426574
4502,ExpandedLR,6,train,37500.0,6,5.555102814301463,0.7205030512147245
4503,ExpandedLR,6,test,37500.0,6,5.545522143041897,0.7238866698052804
4504,EMLR,6,train,37500.0,6,5.5933427157416045,0.7185790659831905
4505,EMLR,6,test,37500.0,6,5.514547090822324,0.7254289276126957
4506,MICELR,6,train,37500.0,6,6.12547903213891,0.6918053982865314
4507,MICELR,6,test,37500.0,6,6.065120153141503,0.6980157178497166
4508,"MLP W0.3, D1",6,train,37500.0,6,7.447516701543746,0.6252889885764237
4509,"MLP W0.3, D1",6,test,37500.0,6,7.5020791627851695,0.6264690668271709
4510,"MLP W0.5, D1",6,train,37500.0,6,6.510669789706302,0.6724250834590169
4511,"MLP W0.5, D1",6,test,37500.0,6,6.447056310357935,0.6789989938027081
4512,"MLP W1, D1",6,train,37500.0,6,6.165528720374649,0.6897903562547489
4513,"MLP W1, D1",6,test,37500.0,6,6.074287777266896,0.6975592588974406
4514,"MLP W2, D1",6,train,37500.0,6,5.770311749729659,0.7096751254653301
4515,"MLP W2, D1",6,test,37500.0,6,5.738570390124248,0.714274735524747
4516,"MLP W4, D1",6,train,37500.0,6,5.63419487814202,0.7165236486265933
4517,"MLP W4, D1",6,test,37500.0,6,5.651615699529932,0.7186042375223494
4518,ConstantImputedLR,6,train,75000.0,6,7.344811561877125,0.6280277465868511
4519,ConstantImputedLR,6,test,75000.0,6,7.4652540660582165,0.6232907485089734
4520,ExpandedLR,6,train,75000.0,6,5.44194358127761,0.7243970114384102
4521,ExpandedLR,6,test,75000.0,6,5.589521066100915,0.7179433843279754
4522,EMLR,6,train,75000.0,6,5.457676718825228,0.7236002189574128
4523,EMLR,6,test,75000.0,6,5.58070173711513,0.7183884224728918
4524,MICELR,6,train,75000.0,6,5.907850079644858,0.7008015401839778
4525,MICELR,6,test,75000.0,6,5.996307373981715,0.6974162643930624
4526,"MLP W0.3, D1",6,train,75000.0,6,7.3256370886408835,0.6289988228299388
4527,"MLP W0.3, D1",6,test,75000.0,6,7.455507992079733,0.6237825517618731
4528,"MLP W0.5, D1",6,train,75000.0,6,6.401546349851888,0.6757986776076583
4529,"MLP W0.5, D1",6,test,75000.0,6,6.5123496713139,0.6713759038312466
4530,"MLP W1, D1",6,train,75000.0,6,5.904192303337188,0.70098678541242
4531,"MLP W1, D1",6,test,75000.0,6,6.007894817794843,0.6968315425273479
4532,"MLP W2, D1",6,train,75000.0,6,5.561015053110798,0.7183667296099556
4533,"MLP W2, D1",6,test,75000.0,6,5.717597321101815,0.7114804415093878
4534,"MLP W4, D1",6,train,75000.0,6,5.501952094156544,0.7213579271036388
4535,"MLP W4, D1",6,test,75000.0,6,5.677960881601999,0.7134805627810312
4536,ConstantImputedLR,6,train,750.0,8,6.907038605188806,0.5518478080911315
4537,ConstantImputedLR,6,test,750.0,8,8.278393970305144,0.564813945793992
4538,ExpandedLR,6,train,750.0,8,4.1732349321833775,0.7292263024556361
4539,ExpandedLR,6,test,750.0,8,30.74514226507074,-0.6162382699268074
4540,EMLR,6,train,750.0,8,5.051565633236996,0.6722372147441056
4541,EMLR,6,test,750.0,8,6.041283502153037,0.6824163794242659
4542,MICELR,6,train,750.0,8,5.576132688335496,0.6382015173948874
4543,MICELR,6,test,750.0,8,7.058371787244265,0.6289491683739454
4544,"MLP W0.3, D1",6,train,750.0,8,9.031238377998362,0.4140224912437964
4545,"MLP W0.3, D1",6,test,750.0,8,10.759563260172165,0.43438160868276965
4546,"MLP W0.5, D1",6,train,750.0,8,6.8671979981637605,0.5544328023825839
4547,"MLP W0.5, D1",6,test,750.0,8,9.558265605038935,0.4975325034504766
4548,"MLP W1, D1",6,train,750.0,8,4.751712485796503,0.6916927083293418
4549,"MLP W1, D1",6,test,750.0,8,7.547923777256379,0.603213959391832
4550,"MLP W2, D1",6,train,750.0,8,3.73787682393759,0.7574738194637324
4551,"MLP W2, D1",6,test,750.0,8,8.122475024414905,0.5730104330693412
4552,"MLP W4, D1",6,train,750.0,8,2.778658906690348,0.8197111452852028
4553,"MLP W4, D1",6,test,750.0,8,8.201188664190335,0.5688725437119446
4554,ConstantImputedLR,6,train,3750.0,8,6.930097408869552,0.5551557630967405
4555,ConstantImputedLR,6,test,3750.0,8,6.330849079791621,0.5732667489542764
4556,ExpandedLR,6,train,3750.0,8,4.575408903529759,0.7063036546057606
4557,ExpandedLR,6,test,3750.0,8,7.159472882798873,0.5174130514652826
4558,EMLR,6,train,3750.0,8,5.200132636366063,0.6662025224264002
4559,EMLR,6,test,3750.0,8,4.807904214558547,0.6759214174376534
4560,MICELR,6,train,3750.0,8,5.687784488830575,0.6349000596491241
4561,MICELR,6,test,3750.0,8,5.405274919908064,0.6356554215245638
4562,"MLP W0.3, D1",6,train,3750.0,8,6.569437513991694,0.5783065885834375
4563,"MLP W0.3, D1",6,test,3750.0,8,5.817139746155728,0.6078935188033205
4564,"MLP W0.5, D1",6,train,3750.0,8,6.21235774184812,0.6012276053283825
4565,"MLP W0.5, D1",6,test,3750.0,8,5.737092706096601,0.6132891194898153
4566,"MLP W1, D1",6,train,3750.0,8,5.891189825798925,0.6218434333757431
4567,"MLP W1, D1",6,test,3750.0,8,5.531387053424562,0.6271547859773365
