,method,iter,train_test,n,p,mse,r2
1103,EMLR,1,test,18750.0,10,15.422744139842557,0.7370698490526741
1104,MICELR,1,train,18750.0,10,16.73161651415279,0.7041552229562733
1105,MICELR,1,test,18750.0,10,17.49482930475469,0.7017445100438652
1106,"MLP W0.3, D1",1,train,18750.0,10,19.797621425329904,0.6499427959265892
1107,"MLP W0.3, D1",1,test,18750.0,10,20.883510163650396,0.6439735737135386
1108,"MLP W0.5, D1",1,train,18750.0,10,18.208811788995785,0.6780357797831459
1109,"MLP W0.5, D1",1,test,18750.0,10,19.317849126833472,0.6706652888201359
1110,"MLP W1, D1",1,train,18750.0,10,16.777097396600794,0.7033510399584021
1111,"MLP W1, D1",1,test,18750.0,10,18.11237525912089,0.6912164581274134
1112,"MLP W2, D1",1,train,18750.0,10,15.650308649261222,0.7232746716917783
1113,"MLP W2, D1",1,test,18750.0,10,17.433551752882604,0.7027891824975686
1114,"MLP W4, D1",1,train,18750.0,10,14.859641078283218,0.7372550824341493
1115,"MLP W4, D1",1,test,18750.0,10,17.52083699979912,0.7013011254475949
1116,ConstantImputedLR,1,train,37500.0,10,21.31443460925923,0.6268593800749087
1117,ConstantImputedLR,1,test,37500.0,10,21.580072051148097,0.6266827774440169
1118,ExpandedLR,1,train,37500.0,10,13.108278989976217,0.7705202395401111
1119,ExpandedLR,1,test,37500.0,10,17.6343846387939,0.6949398741934139
1120,EMLR,1,train,37500.0,10,15.105571830614691,0.7355546820486619
1121,EMLR,1,test,37500.0,10,15.150776013575634,0.7379042290706832
1122,MICELR,1,train,37500.0,10,16.739069383849802,0.7069578977175643
1123,MICELR,1,test,37500.0,10,16.783935408783066,0.7096519355674458
1124,"MLP W0.3, D1",1,train,37500.0,10,19.809328336381736,0.6532084856463358
1125,"MLP W0.3, D1",1,test,37500.0,10,20.186960108103676,0.6507824505152773
1126,"MLP W0.5, D1",1,train,37500.0,10,18.532250527683328,0.6755656165750301
1127,"MLP W0.5, D1",1,test,37500.0,10,18.94174228535073,0.6723236788283963
1128,"MLP W1, D1",1,train,37500.0,10,17.130306078599162,0.700108722241298
1129,"MLP W1, D1",1,test,37500.0,10,17.644980534266185,0.6947565740515593
1130,"MLP W2, D1",1,train,37500.0,10,15.982775859151346,0.7201979315174156
1131,"MLP W2, D1",1,test,37500.0,10,16.740034797444366,0.7104113794773006
1132,"MLP W4, D1",1,train,37500.0,10,15.38657184017486,0.730635362362805
1133,"MLP W4, D1",1,test,37500.0,10,16.49811929623416,0.7145963155975776
1134,ConstantImputedLR,1,train,75000.0,10,21.373406555564976,0.6267064728475746
1135,ConstantImputedLR,1,test,75000.0,10,21.598656161027044,0.6241089658042347
1136,ExpandedLR,1,train,75000.0,10,14.064278193513475,0.7543627872299739
1137,ExpandedLR,1,test,75000.0,10,16.455568529090485,0.7136164108283587
1138,EMLR,1,train,75000.0,10,15.084269638464736,0.7365483034619655
1139,EMLR,1,test,75000.0,10,15.31722339550263,0.7334275382589694
1140,MICELR,1,train,75000.0,10,16.357186581376645,0.7143163932535318
1141,MICELR,1,test,75000.0,10,16.549600521770035,0.7119799301736232
1142,"MLP W0.3, D1",1,train,75000.0,10,19.79207270261478,0.6543249851347335
1143,"MLP W0.3, D1",1,test,75000.0,10,20.09349994609145,0.6503038698779067
1144,"MLP W0.5, D1",1,train,75000.0,10,18.5413936648397,0.6761685030659031
1145,"MLP W0.5, D1",1,test,75000.0,10,18.897999950254174,0.6711096888356236
1146,"MLP W1, D1",1,train,75000.0,10,16.45295637147798,0.7126437425860477
1147,"MLP W1, D1",1,test,75000.0,10,16.94559649153523,0.7050882359171544
1148,"MLP W2, D1",1,train,75000.0,10,16.06863175347862,0.7193560975796944
1149,"MLP W2, D1",1,test,75000.0,10,16.631362361690762,0.7105569924530344
1150,"MLP W4, D1",1,train,75000.0,10,15.42613691751136,0.73057747976189
1151,"MLP W4, D1",1,test,75000.0,10,16.284093585162424,0.7166006656602906
1152,ConstantImputedLR,1,train,750.0,12,24.05170872987025,0.6110817669944357
1153,ConstantImputedLR,1,test,750.0,12,28.68572925494962,0.5477237264127969
1154,EMLR,1,train,750.0,12,16.373695649275373,0.7352359097971903
1155,EMLR,1,test,750.0,12,16.34694948674417,0.74226426901428
1156,MICELR,1,train,750.0,12,19.653160270765568,0.6822066801437382
1157,MICELR,1,test,750.0,12,18.169074172010056,0.7135355671800354
1158,"MLP W0.3, D1",1,train,750.0,12,21.583000016484284,0.6510010027293636
1159,"MLP W0.3, D1",1,test,750.0,12,30.938095890837555,0.5122115740189104
1160,"MLP W0.5, D1",1,train,750.0,12,17.827589424939166,0.7117263203306127
1161,"MLP W0.5, D1",1,test,750.0,12,27.020544625076464,0.5739780179645366
1162,"MLP W1, D1",1,train,750.0,12,13.244329837598668,0.7858380285728026
1163,"MLP W1, D1",1,test,750.0,12,30.537962513939664,0.5185203148925632
1164,"MLP W2, D1",1,train,750.0,12,7.502089707493879,0.8786905535212887
1165,"MLP W2, D1",1,test,750.0,12,33.859531324399896,0.4661504849082263
1166,"MLP W4, D1",1,train,750.0,12,3.9134961525591363,0.936718425055716
1167,"MLP W4, D1",1,test,750.0,12,35.837655302510406,0.4349622054135035
1168,ConstantImputedLR,1,train,3750.0,12,26.558553994957965,0.6030922070820756
1169,ConstantImputedLR,1,test,3750.0,12,27.700147147546545,0.5967214791866855
1170,EMLR,1,train,3750.0,12,17.153818552077237,0.7436425091926282
1171,EMLR,1,test,3750.0,12,18.816721876773627,0.7260527272797206
1172,MICELR,1,train,3750.0,12,21.36999253729745,0.6806333441850221
1173,MICELR,1,test,3750.0,12,23.024575941030246,0.6647917832929302
1174,"MLP W0.3, D1",1,train,3750.0,12,23.68853738688017,0.6459835466394251
1175,"MLP W0.3, D1",1,test,3750.0,12,25.48183902984224,0.6290171926950232
1176,"MLP W0.5, D1",1,train,3750.0,12,21.802136214054734,0.6741751163388173
1177,"MLP W0.5, D1",1,test,3750.0,12,24.491664763279125,0.6434328566783227
1178,"MLP W1, D1",1,train,3750.0,12,19.536422343831813,0.7080353743854124
1179,"MLP W1, D1",1,test,3750.0,12,24.051473361731734,0.6498414774103788
1180,"MLP W2, D1",1,train,3750.0,12,16.486872950263137,0.7536097651984562
1181,"MLP W2, D1",1,test,3750.0,12,23.918612544760382,0.6517757600499929
1182,"MLP W4, D1",1,train,3750.0,12,13.470629553328719,0.7986864101772371
1183,"MLP W4, D1",1,test,3750.0,12,24.39844134740894,0.6447900697305509
1184,ConstantImputedLR,1,train,7500.0,12,27.043979743180753,0.6104535930648478
1185,ConstantImputedLR,1,test,7500.0,12,27.28898063082248,0.6007297205083748
1186,EMLR,1,train,7500.0,12,17.46230726295291,0.7484697475860163
1187,EMLR,1,test,7500.0,12,17.835524362307176,0.739045041903295
1188,MICELR,1,train,7500.0,12,20.884169761663195,0.6991806172857746
1189,MICELR,1,test,7500.0,12,21.73644350912863,0.6819699499789584
1190,"MLP W0.3, D1",1,train,7500.0,12,24.04048585188053,0.6537164657898838
1191,"MLP W0.3, D1",1,test,7500.0,12,24.95151451163436,0.6349296330421659
1192,"MLP W0.5, D1",1,train,7500.0,12,22.09217042007433,0.6817803559141837
1193,"MLP W0.5, D1",1,test,7500.0,12,24.042060546769456,0.648236027430758
1194,"MLP W1, D1",1,train,7500.0,12,19.959847265404306,0.7124947267728508
1195,"MLP W1, D1",1,test,7500.0,12,22.69273334181327,0.6679782910769129
1196,"MLP W2, D1",1,train,7500.0,12,18.13393400677213,0.7387955137143427
1197,"MLP W2, D1",1,test,7500.0,12,22.836554623603483,0.6658740144769888
1198,"MLP W4, D1",1,train,7500.0,12,16.30058165793591,0.7652034546652433
1199,"MLP W4, D1",1,test,7500.0,12,22.98611561767095,0.6636857590521996
1200,ConstantImputedLR,1,train,18750.0,12,27.357330115523567,0.6104587175581171
1201,ConstantImputedLR,1,test,18750.0,12,27.83840331036649,0.6081785520976579
1202,EMLR,1,train,18750.0,12,17.438515842358296,0.7516928078716012
1203,EMLR,1,test,18750.0,12,18.333714637093056,0.7419556526124776
1204,MICELR,1,train,18750.0,12,21.88750026168101,0.6883436766168842
1205,MICELR,1,test,18750.0,12,22.65327919582243,0.6811584143212022
1206,"MLP W0.3, D1",1,train,18750.0,12,23.97077848310097,0.6586798583046327
1207,"MLP W0.3, D1",1,test,18750.0,12,24.997049685270685,0.6481701880753232
1208,"MLP W0.5, D1",1,train,18750.0,12,22.54002458003174,0.6790523766719884
1209,"MLP W0.5, D1",1,test,18750.0,12,23.6702994004357,0.6668440039480642
1210,"MLP W1, D1",1,train,18750.0,12,20.942189563516013,0.7018039645950693
1211,"MLP W1, D1",1,test,18750.0,12,22.698594006636228,0.6805206149982118
1212,"MLP W2, D1",1,train,18750.0,12,19.530917987418633,0.7218990739242799
1213,"MLP W2, D1",1,test,18750.0,12,22.011377730806636,0.6901930833943191
1214,"MLP W4, D1",1,train,18750.0,12,18.23042538229815,0.7404168004372687
1215,"MLP W4, D1",1,test,18750.0,12,22.107229549783757,0.6888439830857642
1216,ConstantImputedLR,1,train,37500.0,12,27.566621283898765,0.6114274717026325
1217,ConstantImputedLR,1,test,37500.0,12,28.05220475448151,0.6031070023839042
1218,EMLR,1,train,37500.0,12,17.68355716757549,0.7507367897164354
1219,EMLR,1,test,37500.0,12,18.15187081458513,0.7431805990653952
1220,MICELR,1,train,37500.0,12,20.572602894702598,0.7100134892076355
1221,MICELR,1,test,37500.0,12,21.358792739615087,0.6978078782013576
1222,"MLP W0.3, D1",1,train,37500.0,12,24.641283346247224,0.6526623385675607
1223,"MLP W0.3, D1",1,test,37500.0,12,25.268323628054535,0.6424943851206555
1224,"MLP W0.5, D1",1,train,37500.0,12,22.918769098086,0.6769424891722773
1225,"MLP W0.5, D1",1,test,37500.0,12,23.76076167004067,0.6638239308674128
1226,"MLP W1, D1",1,train,37500.0,12,21.27613341167923,0.7000966905945376
1227,"MLP W1, D1",1,test,37500.0,12,22.430838851633236,0.6826401721794775
1228,"MLP W2, D1",1,train,37500.0,12,19.938280522501355,0.7189547462947268
1229,"MLP W2, D1",1,test,37500.0,12,21.44972473877432,0.6965213385499682
1230,"MLP W4, D1",1,train,37500.0,12,18.838684178181335,0.7344543944822447
1231,"MLP W4, D1",1,test,37500.0,12,21.222335375470994,0.699738527602214
1232,ConstantImputedLR,1,train,75000.0,12,28.006456415686,0.6047514486647135
1233,ConstantImputedLR,1,test,75000.0,12,27.91793004882783,0.6078223886123619
1234,EMLR,1,train,75000.0,12,17.987142411425264,0.7461516774826442
1235,EMLR,1,test,75000.0,12,17.85239590208081,0.7492181558525515
1236,MICELR,1,train,75000.0,12,21.34709124595981,0.6987335075542751
1237,MICELR,1,test,75000.0,12,21.128274151715686,0.7032001987586134
1238,"MLP W0.3, D1",1,train,75000.0,12,24.67530406151153,0.6517632206190962
1239,"MLP W0.3, D1",1,test,75000.0,12,24.579132563585862,0.6547242047706205
1240,"MLP W0.5, D1",1,train,75000.0,12,23.362971605676403,0.6702838608007866
1241,"MLP W0.5, D1",1,test,75000.0,12,23.333867144673835,0.6722170925555819
1242,"MLP W1, D1",1,train,75000.0,12,21.848572318680883,0.6916562227820375
1243,"MLP W1, D1",1,test,75000.0,12,21.91458945135551,0.6921544208133661
1244,"MLP W2, D1",1,train,75000.0,12,19.885799752107065,0.7193563717057135
1245,"MLP W2, D1",1,test,75000.0,12,20.210509780647325,0.7160925098372917
1246,"MLP W4, D1",1,train,75000.0,12,19.180369634636815,0.7293119415164746
1247,"MLP W4, D1",1,test,75000.0,12,20.11833742347231,0.7173873026392524
1248,ConstantImputedLR,1,train,750.0,14,39.22878702583068,0.6467854071714695
1249,ConstantImputedLR,1,test,750.0,14,35.91192960950301,0.6857246399989709
1250,EMLR,1,train,750.0,14,21.54263031125522,0.8060309285414504
1251,EMLR,1,test,750.0,14,20.5560453233992,0.820108286732127
1252,MICELR,1,train,750.0,14,29.98535824427186,0.7300129087321983
1253,MICELR,1,test,750.0,14,27.79230088962696,0.7567817863779415
1254,"MLP W0.3, D1",1,train,750.0,14,31.323850487426753,0.7179611725324835
1255,"MLP W0.3, D1",1,test,750.0,14,37.497461165418194,0.6718492090225086
1256,"MLP W0.5, D1",1,train,750.0,14,25.83277035405443,0.767402661310121
1257,"MLP W0.5, D1",1,test,750.0,14,38.201852979321366,0.665684878859709
1258,"MLP W1, D1",1,train,750.0,14,15.382759851753086,0.8614941814530658
1259,"MLP W1, D1",1,test,750.0,14,41.64309332630865,0.6355696202072385
1260,"MLP W2, D1",1,train,750.0,14,8.110993891977383,0.9269689016103647
1261,"MLP W2, D1",1,test,750.0,14,40.807360652206526,0.6428833510447083
1262,"MLP W4, D1",1,train,750.0,14,2.6230127008856434,0.9763824876227417
1263,"MLP W4, D1",1,test,750.0,14,44.30792804491651,0.6122489047892592
1264,ConstantImputedLR,1,train,3750.0,14,36.59695181191547,0.6679799096204015
1265,ConstantImputedLR,1,test,3750.0,14,38.381280237811964,0.6725027243880441
1266,EMLR,1,train,3750.0,14,21.13694013265524,0.8082384344668994
1267,EMLR,1,test,3750.0,14,22.1996016832161,0.810576691921772
1268,MICELR,1,train,3750.0,14,25.310611052461677,0.7703734613639304
1269,MICELR,1,test,3750.0,14,25.433808952997286,0.7829800598382429
1270,"MLP W0.3, D1",1,train,3750.0,14,31.039412903638034,0.7183998074331378
1271,"MLP W0.3, D1",1,test,3750.0,14,34.125520403521115,0.7088159933241847
1272,"MLP W0.5, D1",1,train,3750.0,14,27.053144443410744,0.7545646011909362
1273,"MLP W0.5, D1",1,test,3750.0,14,33.11983451910637,0.7173972440074997
1274,"MLP W1, D1",1,train,3750.0,14,23.15940088126048,0.7898899773606309
1275,"MLP W1, D1",1,test,3750.0,14,32.249506951352664,0.724823518106833
1276,"MLP W2, D1",1,train,3750.0,14,18.790585806022406,0.8295253651269975
1277,"MLP W2, D1",1,test,3750.0,14,32.30219377297831,0.7243739554440938
1278,"MLP W4, D1",1,train,3750.0,14,12.96592641280759,0.8823686715341695
1279,"MLP W4, D1",1,test,3750.0,14,34.60571947196645,0.704718582146318
1280,ConstantImputedLR,1,train,7500.0,14,36.856473428858614,0.6733166698402993
1281,ConstantImputedLR,1,test,7500.0,14,40.059175673898295,0.6432007565561348
1282,EMLR,1,train,7500.0,14,21.420770352878048,0.8101335276427964
1283,EMLR,1,test,7500.0,14,23.054722055740264,0.79465609941004
1284,MICELR,1,train,7500.0,14,28.142973490245918,0.750550189829314
1285,MICELR,1,test,7500.0,14,30.223194522844977,0.7308079170676938
1286,"MLP W0.3, D1",1,train,7500.0,14,32.1464091977227,0.715065088100218
1287,"MLP W0.3, D1",1,test,7500.0,14,35.841258479922665,0.6807689201142275
1288,"MLP W0.5, D1",1,train,7500.0,14,28.489133956998618,0.7474819403868738
1289,"MLP W0.5, D1",1,test,7500.0,14,32.58532432191833,0.7097688889037983
1290,"MLP W1, D1",1,train,7500.0,14,25.27207812980047,0.7759968365005063
1291,"MLP W1, D1",1,test,7500.0,14,31.033401517647658,0.7235915618153592
1292,"MLP W2, D1",1,train,7500.0,14,22.09677177276949,0.8041416794137712
1293,"MLP W2, D1",1,test,7500.0,14,31.455545568403565,0.719831607313046
1294,"MLP W4, D1",1,train,7500.0,14,17.960405523788612,0.8408050325581122
1295,"MLP W4, D1",1,test,7500.0,14,32.34683107354587,0.7118931016254597
1296,ConstantImputedLR,1,train,18750.0,14,37.787227031199706,0.6694551160766915
1297,ConstantImputedLR,1,test,18750.0,14,38.055631574281946,0.656467642396722
1298,EMLR,1,train,18750.0,14,21.692366463076297,0.8102453840119271
1299,EMLR,1,test,18750.0,14,22.36620146291847,0.7980978477735001
1300,MICELR,1,train,18750.0,14,26.97028162308809,0.7640766653472123
1301,MICELR,1,test,18750.0,14,27.17255199379995,0.7547103946939585
1302,"MLP W0.3, D1",1,train,18750.0,14,33.43363713980836,0.7075382721683374
1303,"MLP W0.3, D1",1,test,18750.0,14,34.13761565605625,0.6918360015550247
1304,"MLP W0.5, D1",1,train,18750.0,14,28.847538491574202,0.7476553054740565
1305,"MLP W0.5, D1",1,test,18750.0,14,30.07511434328322,0.7285086462073467
1306,"MLP W1, D1",1,train,18750.0,14,26.531149184287322,0.7679179893186832
1307,"MLP W1, D1",1,test,18750.0,14,29.204620851588043,0.7363666863740601
1308,"MLP W2, D1",1,train,18750.0,14,24.585566916253736,0.7849370276413264
1309,"MLP W2, D1",1,test,18750.0,14,28.076139744529854,0.746553609023386
1310,"MLP W4, D1",1,train,18750.0,14,22.219665774923136,0.8056328177158255
1311,"MLP W4, D1",1,test,18750.0,14,27.733895951170403,0.7496430812603234
1312,ConstantImputedLR,1,train,37500.0,14,37.69146015909711,0.6634167647819531
1313,ConstantImputedLR,1,test,37500.0,14,37.78624573244712,0.6583295137315509
1314,EMLR,1,train,37500.0,14,21.787551615037316,0.8054380334665945
1315,EMLR,1,test,37500.0,14,21.95676924537653,0.8014626782964585
1316,MICELR,1,train,37500.0,14,26.580388114399756,0.7626381947758879
1317,MICELR,1,test,37500.0,14,26.847309983452057,0.757241470295922
1318,"MLP W0.3, D1",1,train,37500.0,14,32.468780314217604,0.710055087396084
1319,"MLP W0.3, D1",1,test,37500.0,14,32.6478631337488,0.7047917554043992
1320,"MLP W0.5, D1",1,train,37500.0,14,28.73792936703598,0.7433714374822353
1321,"MLP W0.5, D1",1,test,37500.0,14,29.375227223210334,0.7343835574280942
1322,"MLP W1, D1",1,train,37500.0,14,26.45146147314979,0.7637895045376891
1323,"MLP W1, D1",1,test,37500.0,14,27.487546342296447,0.7514523302579832
1324,"MLP W2, D1",1,train,37500.0,14,24.62535134860599,0.7800965950825758
1325,"MLP W2, D1",1,test,37500.0,14,26.385371424602535,0.7614184074054147
1326,"MLP W4, D1",1,train,37500.0,14,23.329309793823857,0.7916701944508218
1327,"MLP W4, D1",1,test,37500.0,14,26.21133943688139,0.7629920380405398
1328,ConstantImputedLR,1,train,75000.0,14,37.8449185607678,0.6629281829747693
1329,ConstantImputedLR,1,test,75000.0,14,37.56324708718314,0.665272887457267
1330,EMLR,1,train,75000.0,14,21.86585630029878,0.805248255400004
1331,EMLR,1,test,75000.0,14,21.868844421222107,0.8051261348420647
1332,MICELR,1,train,75000.0,14,25.72792611832488,0.7708501131778175
1333,MICELR,1,test,75000.0,14,25.751351160129627,0.7705290120979651
1334,"MLP W0.3, D1",1,train,75000.0,14,30.486580642705846,0.7284663959410407
1335,"MLP W0.3, D1",1,test,75000.0,14,30.171184915917404,0.731143753747961
1336,"MLP W0.5, D1",1,train,75000.0,14,28.46880952959894,0.7464379969194883
1337,"MLP W0.5, D1",1,test,75000.0,14,28.38005390942387,0.747104570676216
1338,"MLP W1, D1",1,train,75000.0,14,25.42480870383875,0.7735498768860884
1339,"MLP W1, D1",1,test,75000.0,14,25.860130430776483,0.7695596770699358
1340,"MLP W2, D1",1,train,75000.0,14,24.442759052583863,0.7822966590948004
1341,"MLP W2, D1",1,test,75000.0,14,25.515577167815824,0.7726300005315982
1342,"MLP W4, D1",1,train,75000.0,14,23.552191695786618,0.7902286396236261
1343,"MLP W4, D1",1,test,75000.0,14,25.209334590507364,0.7753589364354136
1344,ConstantImputedLR,1,train,750.0,16,54.21200371193751,0.7402587551047493
1345,ConstantImputedLR,1,test,750.0,16,65.43710296959992,0.7562667227432813
1346,EMLR,1,train,750.0,16,28.982853827710787,0.8611369804033087
1347,EMLR,1,test,750.0,16,27.997419833678634,0.8957181387757198
1348,MICELR,1,train,750.0,16,35.479389880737344,0.8300106938545525
1349,MICELR,1,test,750.0,16,37.40443184340134,0.8606798842951052
1350,"MLP W0.3, D1",1,train,750.0,16,38.58748983625672,0.8151191256329612
1351,"MLP W0.3, D1",1,test,750.0,16,58.00890482831993,0.7839344982853548
1352,"MLP W0.5, D1",1,train,750.0,16,31.19237092416354,0.8505507138579973
1353,"MLP W0.5, D1",1,test,750.0,16,59.86489770881087,0.7770214901172311
1354,"MLP W1, D1",1,train,750.0,16,20.3091694691244,0.9026944477328477
1355,"MLP W1, D1",1,test,750.0,16,59.31287235917818,0.7790776164047483
1356,"MLP W2, D1",1,train,750.0,16,8.84509564931605,0.9576212647040563
1357,"MLP W2, D1",1,test,750.0,16,76.8616045896865,0.7137139339656058
1358,"MLP W4, D1",1,train,750.0,16,2.6167839895522658,0.9874624311124918
1359,"MLP W4, D1",1,test,750.0,16,79.54547215919976,0.7037173447409208
1360,ConstantImputedLR,1,train,3750.0,16,57.228744606873576,0.7411524994804831
1361,ConstantImputedLR,1,test,3750.0,16,59.472740960235704,0.7461803715756038
1362,EMLR,1,train,3750.0,16,29.325057459290868,0.867361797326287
1363,EMLR,1,test,3750.0,16,31.979684169688763,0.8635161012924033
1364,MICELR,1,train,3750.0,16,37.586481621429115,0.8299951031974735
1365,MICELR,1,test,3750.0,16,39.57557304435614,0.8310981286112693
1366,"MLP W0.3, D1",1,train,3750.0,16,52.60866892211498,0.7620492542743516
1367,"MLP W0.3, D1",1,test,3750.0,16,60.76809400002083,0.7406520232612642
1368,"MLP W0.5, D1",1,train,3750.0,16,38.57703248587713,0.8255148089474225
1369,"MLP W0.5, D1",1,test,3750.0,16,49.442312180323725,0.7889885499906001
1370,"MLP W1, D1",1,train,3750.0,16,30.32666440389871,0.8628314960608003
1371,"MLP W1, D1",1,test,3750.0,16,48.95606608488983,0.7910637663211937
1372,"MLP W2, D1",1,train,3750.0,16,24.278568832593116,0.8901872319290232
1373,"MLP W2, D1",1,test,3750.0,16,50.8086532012496,0.7831572369447747
1374,"MLP W4, D1",1,train,3750.0,16,15.752569295540864,0.9287506092100873
1375,"MLP W4, D1",1,test,3750.0,16,54.83144088008689,0.765988657568966
1376,ConstantImputedLR,1,train,7500.0,16,56.44843073075235,0.7439735611798948
1377,ConstantImputedLR,1,test,7500.0,16,60.625843161461454,0.7295505954980799
1378,EMLR,1,train,7500.0,16,29.352491187441892,0.8668693940303784
1379,EMLR,1,test,7500.0,16,31.98308888803813,0.8573247497628143
1380,MICELR,1,train,7500.0,16,36.50506830246602,0.8344283000364551
1381,MICELR,1,test,7500.0,16,39.13759574665147,0.8254087875507312
1382,"MLP W0.3, D1",1,train,7500.0,16,45.005679093506124,0.7958730899012672
1383,"MLP W0.3, D1",1,test,7500.0,16,50.37509565457351,0.7752787604912504
1384,"MLP W0.5, D1",1,train,7500.0,16,40.97455447223482,0.8141565827789864
1385,"MLP W0.5, D1",1,test,7500.0,16,47.686804691608124,0.7872711164264179
1386,"MLP W1, D1",1,train,7500.0,16,34.97741907992861,0.841357077066203
1387,"MLP W1, D1",1,test,7500.0,16,44.601174394651295,0.8010359868646328
1388,"MLP W2, D1",1,train,7500.0,16,29.615943402881015,0.8656744851260039
1389,"MLP W2, D1",1,test,7500.0,16,44.03473280123681,0.803562859624424
1390,"MLP W4, D1",1,train,7500.0,16,21.91212416075901,0.9006157825250788
1391,"MLP W4, D1",1,test,7500.0,16,46.483064231748905,0.7926409533403025
1392,ConstantImputedLR,1,train,18750.0,16,57.128476737419426,0.7371667126363839
1393,ConstantImputedLR,1,test,18750.0,16,56.05919479147149,0.7429241428382627
1394,EMLR,1,train,18750.0,16,30.412915228796304,0.8600780741164115
1395,EMLR,1,test,18750.0,16,29.300074374494,0.865635927116962
1396,MICELR,1,train,18750.0,16,37.31183404330468,0.8283379400392107
1397,MICELR,1,test,18750.0,16,36.98155167198111,0.8304102631047428
1398,"MLP W0.3, D1",1,train,18750.0,16,45.99885725796078,0.7883712019200306
1399,"MLP W0.3, D1",1,test,18750.0,16,45.6180761752988,0.7908049504018475
1400,"MLP W0.5, D1",1,train,18750.0,16,41.61508919456714,0.808539780480899
1401,"MLP W0.5, D1",1,test,18750.0,16,42.56494972445141,0.804805955987004
1402,"MLP W1, D1",1,train,18750.0,16,36.75517723034718,0.8308989734929023
1403,"MLP W1, D1",1,test,18750.0,16,39.29910594396655,0.8197824391910082
1404,"MLP W2, D1",1,train,18750.0,16,33.991574115045196,0.8436135938231758
1405,"MLP W2, D1",1,test,18750.0,16,38.14720998815191,0.8250647954807071
1406,"MLP W4, D1",1,train,18750.0,16,30.073796233951423,0.8616382725553127
1407,"MLP W4, D1",1,test,18750.0,16,38.201532609896454,0.8248156831878852
1408,ConstantImputedLR,1,train,37500.0,16,56.804620255718156,0.7378772623340178
1409,ConstantImputedLR,1,test,37500.0,16,56.76127790514919,0.7384065646118048
1410,EMLR,1,train,37500.0,16,30.258862702537453,0.8603716406422103
1411,EMLR,1,test,37500.0,16,30.35352860074031,0.8601109045485182
1412,MICELR,1,train,37500.0,16,39.10471589545173,0.8195527909521685
1413,MICELR,1,test,37500.0,16,38.90623919961341,0.8206943686632809
1414,"MLP W0.3, D1",1,train,37500.0,16,45.658893769620384,0.7893087889714677
1415,"MLP W0.3, D1",1,test,37500.0,16,45.7984058652463,0.7889307153088987
1416,"MLP W0.5, D1",1,train,37500.0,16,41.04974637018567,0.8105775225569942
1417,"MLP W0.5, D1",1,test,37500.0,16,42.37910231178832,0.8046891230860956
1418,"MLP W1, D1",1,train,37500.0,16,37.33276332396926,0.8277293980126568
1419,"MLP W1, D1",1,test,37500.0,16,39.267819098730094,0.8190279698176575
1420,"MLP W2, D1",1,train,37500.0,16,34.56551805818626,0.840498744970614
1421,"MLP W2, D1",1,test,37500.0,16,38.074614918413225,0.824527042286925
1422,"MLP W4, D1",1,train,37500.0,16,31.974329138921178,0.8524556866818677
1423,"MLP W4, D1",1,test,37500.0,16,37.39110488723962,0.8276771076796701
1424,ConstantImputedLR,1,train,75000.0,16,57.056505891904486,0.7350592075862739
1425,ConstantImputedLR,1,test,75000.0,16,55.67157483782817,0.742464584229536
1426,EMLR,1,train,75000.0,16,30.662796232231557,0.857617892922169
1427,EMLR,1,test,75000.0,16,29.946950970548922,0.8614660984223221
1428,MICELR,1,train,75000.0,16,38.31591884976851,0.8220807646134174
1429,MICELR,1,test,75000.0,16,37.17333516713256,0.8280370125018046
1430,"MLP W0.3, D1",1,train,75000.0,16,45.814916275376476,0.7872593136817198
1431,"MLP W0.3, D1",1,test,75000.0,16,45.04781481143146,0.7916098520509276
1432,"MLP W0.5, D1",1,train,75000.0,16,40.91764239700248,0.8099997111477262
1433,"MLP W0.5, D1",1,test,75000.0,16,40.60463516787329,0.812163898171949
1434,"MLP W1, D1",1,train,75000.0,16,37.29683242772129,0.826812872897559
1435,"MLP W1, D1",1,test,75000.0,16,37.38498218951664,0.8270579382782884
1436,"MLP W2, D1",1,train,75000.0,16,34.42503920818484,0.8401479897144531
1437,"MLP W2, D1",1,test,75000.0,16,35.73159691311422,0.8347064602722762
1438,"MLP W4, D1",1,train,75000.0,16,33.06269033063518,0.8464740306368639
1439,"MLP W4, D1",1,test,75000.0,16,35.216317814252385,0.8370901294490468
1440,ConstantImputedLR,2,train,750.0,4,3.918821280100602,0.6000579812639457
1441,ConstantImputedLR,2,test,750.0,4,3.7859011530619506,0.6561686405242768
1442,ExpandedLR,2,train,750.0,4,3.2695559613106435,0.6663198655735814
1443,ExpandedLR,2,test,750.0,4,3.3889067280629352,0.6922232355422415
1444,EMLR,2,train,750.0,4,3.379000909718997,0.655150273883047
1445,EMLR,2,test,750.0,4,3.066590610430676,0.7214956292012271
1446,MICELR,2,train,750.0,4,3.5592456794012395,0.6367550851513271
1447,MICELR,2,test,750.0,4,3.1674640607575735,0.7123344139030272
1448,"MLP W0.3, D1",2,train,750.0,4,4.360639497939715,0.5549674662016195
1449,"MLP W0.3, D1",2,test,750.0,4,3.9676066999020643,0.639666343536468
1450,"MLP W0.5, D1",2,train,750.0,4,4.953921313910667,0.49441907417269726
1451,"MLP W0.5, D1",2,test,750.0,4,4.588881131395639,0.583242886147683
